Someoneanother,548.571428571,667.753162265
Mkamensek,452.022222222,662.553645627
CanadianMonkey,529.964285714,667.203331612
Dcheagle,492.666666667,672.474720714
Avocado,537.642857143,751.331579835
Hemmingsen,502.392857143,823.804068245
ZachInOhio,486.222222222,592.767661061
Nanobear,538.392857143,701.029039545
Ganfon,588.714285714,681.451005005
DarkFalls,543.619047619,768.664733302
AfC,1.0,0.0
Government07,477.027777778,682.138915471
EtonLibrarian,443.777777778,564.738287469
Kommondant,526.178571429,781.723553621
Pattav2,1.0,0.0
PrivateButcher,581.523809524,718.577162794
Buffadren,535.027777778,640.827394858
Bakasuprman,582.857142857,753.471078852
No31328,459.527777778,667.946292751
Ks0stm,509.642857143,672.101911612
JoeDecker,487.428571429,669.378267728
Seeeko,460.022222222,596.801660707
CurtWilhelmVonSavage,480.5,677.39121425
RL0919,536.535714286,634.483463383
Rewtguy,589.214285714,813.880651131
JP06035,575.607142857,757.308472453
Seddon69,533.142857143,742.006931042
Chrishmt0423,595.535714286,796.330512862
Eagle101,455.785714286,667.017332945
Grmwnr,510.714285714,800.171665255
Quasihuman,498.388888889,598.803598854
Marlith,550.047619048,781.298705148
FuriousFreddyr1,1.0,0.0
Heights,544.535714286,681.939670562
Airodyssey,477.555555556,736.469958654
Misterrick,1.0,0.0
Captainktainer,493.25,771.217219725
Prashanthns,513.75,740.480621637
DavidQ.Johnson,550.535714286,677.562226979
JNW,576.0,728.018641834
Edtropolis,550.107142857,724.699543653
Brainhell,1.0,0.0
WikiGull,485.266666667,676.504249802
Radeksz,508.611111111,675.536638533
AbeoPaliurus,437.277777778,689.475706606
Whouk,461.892857143,722.977657938
SonofaPeachII,1.0,0.0
Matthew,573.761904762,747.175570621
Otterathome,583.785714286,792.509215809
Micahmn,491.392857143,760.445921812
Dissident,465.611111111,787.778998197
DavidBeals,1.0,0.0
SobaNoodleForYou,1.0,0.0
JockBoy,535.428571429,671.447051417
Sephirothstorm,473.861111111,645.834331988
Sandahl,585.857142857,767.55260406
SueWallace,581.321428571,801.671824555
Linguisticgeek,480.444444444,712.524210115
Samsaranoadmin,496.035714286,781.566924289
Ferkelparade,483.607142857,793.618553313
Arzel,502.194444444,693.160154654
FellowWikipedian,524.928571429,744.067585256
Rmzadeh,468.861111111,607.19230891
Tenebrae,530.611111111,671.567941462
kylekieran,1.0,0.0
Wedian,1.0,0.0
Troikoalogo,537.0,689.835591179
Auroranorth,526.178571429,670.512810147
Lobojo,496.035714286,781.566924289
Peterwats,583.428571429,695.643176184
Coolguy22468,1.0,0.0
Dalbury,489.071428571,767.72584924
Simpsonscontributor,1.0,0.0
here,517.666666667,654.317392402
Renata3,474.178571429,804.456947009
Samirgrover,479.571428571,702.005901481
Draeco,559.821428571,740.425360375
Susvolans,478.464285714,758.712147292
Stephanie,547.607142857,708.913051287
MattWT,656.904761905,948.555217159
PavelVozenilek,558.523809524,778.185371375
Hillock65,559.357142857,663.420788683
UTSRelativity,506.638888889,723.449721819
NinaOdell,502.428571429,755.762434329
Aude,595.19047619,791.217082868
NSLE,536.476190476,765.113807802
Coldmachine,488.035714286,699.622142915
Arienh4,518.035714286,709.777113621
GreatOrangePumpkin,572.75,709.014204976
Plato,472.5,789.893844586
10014derek,469.107142857,689.373214283
Mulad,1.0,0.0
SynKobiety,1.0,0.0
Revolver,599.035714286,823.480071751
Curtis23,1.0,0.0
Outriggr,639.333333333,840.432428376
Skater,564.714285714,675.454223588
Billwilliamcompton,546.5,653.827412789
Pax:Vobiscum,510.535714286,733.729889687
C.Foultz,520.607142857,759.33824573
Evermore2,499.472222222,703.9657307
POLLUX,1.0,0.0
MrMarkTaylor,600.75,851.200161117
Alethiophile,513.571428571,748.744663706
ARBAY,1.0,0.0
Triwbe,1.0,0.0
Shimmera,519.214285714,728.298604381
SVera1NY,1.0,0.0
Bubbahotep,447.928571429,632.657078987
GayCdn,1.0,0.0
Alexsautographs,1.0,0.0
RegentsPark,591.428571429,699.642865245
Newbyguesses,510.5,702.089203734
Dtobias,623.904761905,850.617618753
Marasmusine,1.0,0.0
Daniel5127,569.19047619,763.683180383
SteveSmith,659.476190476,918.804295448
PartDeux,517.142857143,759.748642644
Chris.lester,518.607142857,735.258749401
JaGa,569.928571429,722.647005029
ClovisPt,518.111111111,643.813055164
Falcon8765,1.0,0.0
Dpmuk,523.535714286,656.823183115
MichelleG,536.464285714,685.618386151
PeterKarlsen,454.472222222,604.758629537
90,502.861111111,635.486034465
Kilo-Lima,578.80952381,720.169289512
Vendettax,542.214285714,715.449908399
Tyrol5,485.785714286,726.778887297
Fetofs,626.333333333,785.561034477
Hiberniantears,540.666666667,785.090953683
Filmnmusicritic,585.928571429,743.059313149
GeoSwan,602.19047619,796.59588249
Edgarde,526.714285714,640.975818577
Silverwolf85,573.142857143,748.703450735
M.nelson,463.333333333,636.429100529
Rivertorch,555.785714286,686.031236273
Ld,472.944444444,776.204547784
4836.03,1.0,0.0
Vikreykja,1.0,0.0
NeoFreak,458.107142857,660.27678179
Labelledamesansmerci,568.035714286,706.288285941
PaulKlenk,556.178571429,708.539342592
Giants2008,552.321428571,673.818542763
Snappy,487.194444444,607.650804328
Jacoplane,619.285714286,797.593759727
Patriot8790,593.535714286,769.918548568
Jmabel,483.892857143,847.124283102
Masterhomer,589.214285714,748.985218241
theed17,583.761904762,748.239712035
Dlae,534.5,715.988228155
{{{User,471.571428571,639.716901673
Matheuler,535.285714286,648.522496581
Sultec,465.416666667,631.941848591
Sarsaparilla,536.892857143,693.143975974
RiseAbovetheVile,1.0,0.0
ISeekToHelp&Repair!,1.0,0.0
eggwo,1.0,0.0
Jd2718,451.527777778,646.212619809
Nydigoveth,1.0,0.0
M7it,494.678571429,824.942595405
FCYTravis,600.047619048,779.323513625
A,528.75,655.710301886
SamSpade,608.857142857,780.093032201
Slumgum,1.0,0.0
Slivester,502.75,737.860614015
Kaganer,523.857142857,756.00226757
Irishguy,484.107142857,681.462383108
crazytales56297,614.857142857,735.141256268
Soumyasch,586.392857143,680.145032553
Zginder,518.892857143,652.187840727
Whiteandnerdy111,1.0,0.0
OttoterHaar,575.607142857,703.757060355
Impi,536.071428571,745.125492786
TheMoose,556.357142857,675.81548623
CJMiller,1.0,0.0
Tim1357,552.428571429,689.181502115
Eekim,614.857142857,865.226972699
Anewname2008,555.892857143,616.206929198
mcr616,1.0,0.0
Joefromrandb,586.071428571,763.780073058
Canuckman,435.694444444,660.965770672
LuisDantas,450.444444444,681.681377184
Shiva(Visnu),546.357142857,655.908530208
DiamonDie,1.0,0.0
Salviogiuliano,479.821428571,625.486879746
NicholasTurnbull,486.214285714,756.161628333
Megapixie,457.805555556,703.577643192
Realkyhick,498.388888889,711.100028125
Fabrictramp,461.642857143,624.893917528
Yeltensic42,525.428571429,734.870445336
JChap2007,465.805555556,692.013547555
Cooksey,1.0,0.0
Earthbendingmaster,491.142857143,790.86380055
Merope,494.964285714,761.522615473
DRosenbach,1.0,0.0
Whsitchy,560.25,706.079922631
Vanisaac,489.333333333,660.739736962
gwernol,605.619047619,736.766358262
Aliasd,1.0,0.0
TheInfinityZero,536.75,671.124216733
Viajero,620.333333333,812.7357094
Tarret,538.607142857,695.260779147
Tkalisky,588.892857143,771.377617365
Keraunoscopia,571.357142857,726.697028636
Jcam,617.523809524,733.020690931
Zedla,586.285714286,755.817519279
HueSatLum,582.821428571,739.407098385
SpawnMan,572.238095238,732.623235746
Rmhermen,537.928571429,726.847877299
WillC,1.0,0.0
RatatWikiFur,1.0,0.0
Can'tsleepYankeeswillbeatRedSox,543.857142857,715.756542807
Csnewton,1.0,0.0
Durin,444.035714286,713.216943267
Power.corrupts,645.047619048,859.178871559
Gravitan,546.0,722.534823679
Mmcknight4,462.777777778,625.53248428
Yakudza,523.857142857,756.00226757
FalseProphet,539.857142857,747.139497398
Burner0718,646.238095238,705.721144173
Rjd0060,447.535714286,643.782888995
Golbez,616.476190476,810.874305234
Kyla,585.678571429,733.751222924
Cheeser1,527.357142857,712.216459873
Derktar,479.107142857,740.5827821
AAA!,581.25,773.356321497
UberCryxic,504.892857143,805.492041284
Lucky102,589.321428571,767.879826907
Dr.Szląchski,596.142857143,774.490326154
Albatross2147,541.535714286,735.558485584
FastLizard4,449.777777778,602.194722972
Ktsquare,540.392857143,727.294146484
Plop,1.0,0.0
TomPhan,506.277777778,618.227304476
SonicChao,508.75,750.836485909
ApisO-tang,515.25,704.715545451
Rehman,1.0,0.0
HendryLittle,465.138888889,642.324295041
Purplebackpack89,485.083333333,675.631544834
Gtstricky,615.857142857,800.597988312
JohnSmith's,566.785714286,752.372058416
GarethOwen.09,1.0,0.0
Smiley4541,554.785714286,713.953179737
Nephron,570.333333333,735.221281883
EdBoy002,483.714285714,716.981769045
Accurizer,468.821428571,725.334208683
Noroton,653.523809524,936.135495891
Harlem675,544.821428571,641.231850203
Iainscott,571.107142857,731.485377258
Seresin,613.095238095,802.105856827
CrashUnderride,1.0,0.0
Arsonal,463.777777778,570.627067357
Bloodofox,445.361111111,624.132798369
Winger84,616.571428571,823.748748102
JJJJust,536.607142857,744.409257638
Mandsford,1.0,0.0
Karanacs,496.464285714,620.457533616
Bduke,576.238095238,760.15687343
Plato.08,1.0,0.0
Visorstuff,510.071428571,856.60166248
Ducknish,483.333333333,644.054345533
Holderca1,542.321428571,735.662189556
Jza84,509.321428571,693.134171421
Fg2,1.0,0.0
