PSD95,22.8333333333,31.5967429756
GAIP,24.419047619,32.3075147637
ABP1,1.66666666667,0.5
ARIP2,26.1714285714,27.8322232863
CALRETICULIN,1.0,0.0
GLYT1,24.5604395604,34.2774961974
SAPAP,1.0,0.0
COFILIN,23.7047619048,31.2551220292
ANKYRIN,23.7472527473,32.6201012555
RYR,23.641025641,34.363558702
EEF2K,1.0,0.0
TAU,25.5714285714,32.2954189141
MNK1,1.0,0.0
DYNEIN,25.6483516484,32.4602624613
POTASSIUM,1.0,0.0
GABARAP,1.0,0.0
SYNTAXIN,22.989010989,32.6130260395
SV2A,23.3428571429,31.6412447187
ADPRIBSYCYCLASE,23.8285714286,33.2913085428
IGF1R,27.6025641026,32.4973289501
KV42,1.0,0.0
NWASP,24.4571428571,26.5280944645
PSD93,1.0,0.0
CAMKI,23.7692307692,31.3650014126
CAMKK,21.3428571429,27.0770819578
IKBA,23.0653594771,30.5421598682
S40,3.8,1.47901994577
JIP,27.9230769231,29.7222092419
COMPLEXIN,23.1523809524,32.0700763317
DREAM,22.4952380952,26.5146282305
SNAP25,23.8241758242,33.0534800646
SHANK,24.021978022,34.2692091859
GRB10,27.6666666667,36.0863162739
RICS,1.0,0.0
CAMKIV,23.1978021978,30.7457602792
CAMKII,21.2307692308,30.7439018343
PTEN,28.8484848485,33.312445246
JNK,20.3157894737,25.1710812905
RASGRP3,26.3956043956,34.7063761343
SYNTENIN,28.8717948718,33.5587171984
CRIPT,25.5604395604,32.3905530826
GAP43,1.0,0.0
SSCAM,1.0,0.0
ENKEPHALIN,27.0879120879,36.0269458656
M2R,27.0769230769,36.5341354839
MST3,1.0,0.0
ADDUCIN,1.0,0.0
NFM,1.0,0.0
NFH,1.0,0.0
mRNA,1.0,0.0
PKCE,23.7714285714,31.4425293681
ANANDAMIDE,27.043956044,36.1266673619
HCK,23.8681318681,32.7786190957
COOL,25.5128205128,33.3519739546
MERLIN,1.0,0.0
tRNA,1.0,0.0
NOPR,27.1538461538,36.8857093677
CBL,22.9230769231,33.3299998333
PERK,1.0,0.0
CBP,23.8333333333,31.7044686651
GIT1,25.6043956044,32.85597043
NASCENTCHAIN,1.0,0.0
NOS,26.5514705882,29.3666876537
DOK,25.7912087912,28.3832603387
RALBP1,26.4615384615,28.0945150367
S6,3.46666666667,1.6
RET,23.8461538462,30.2793698198
XIAP,20.4761904762,27.2958096507
EPAC,22.625,25.9740706042
