89370,1,0
89371,1,0
89372,1,0
89373,1,0
89374,1,0
89375,1,0
89376,1,0
89377,1,0
89378,1,0
89379,1,0
91138,0,1
123851,1,0
5988,4,6
5989,0,2
123850,0,2
5982,72,67
5983,449,302
5980,9,13
5981,1,1
5986,1,2
5987,3,3
5984,0,1
5985,12,2
127479,1,0
127478,0,1
79236,1,0
127473,0,1
103540,0,1
127471,0,1
103542,1,2
127477,0,1
127476,0,1
103547,0,1
127474,0,1
120128,0,2
120129,2,20
69290,0,2
120120,1,1
120121,0,1
120124,0,1
120125,0,1
120126,0,1
120127,0,1
79237,1,0
54545,4,5
97159,0,1
97158,46,142
97153,0,1
97152,2,0
97151,0,1
97150,0,1
97157,1,0
97156,0,1
97155,3,0
97154,1,1
121032,1,0
270,147,40
271,6,0
272,1,1
273,6,1
16709,5,0
16708,102,203
276,0,3
277,20,15
278,62,6
279,34,14
16707,4,0
16706,20,15
16701,1,0
16700,7,15
16703,2,0
16702,2,0
88023,0,1
88022,0,1
88021,0,1
88020,1,0
88027,0,1
88026,1,0
88025,0,1
88024,2,2
88029,1,0
88028,6,6
101358,0,1
17258,3,1
100017,78,63
100014,0,1
100015,1,3
119869,0,1
119868,0,1
100010,0,3
100011,1,0
17250,187,221
52461,0,2
52462,0,4
52463,0,21
17254,16,23
17255,12,10
52466,1,3
17257,3,0
63024,1,0
63025,1,0
53739,1,8
53738,2,1
63020,1,0
63021,1,0
95799,9,24
63023,9,0
10703,29,85
10702,3,1
95795,0,1
95794,0,2
53737,25,14
10706,91,24
53735,1,5
53734,2,1
80276,0,1
43267,1,1
21619,38,60
21618,25,44
49565,1,1
49564,35,0
21617,77,93
21616,48,52
21611,80,77
21610,4,3
49563,1,2
21612,21,7
111275,1,0
54541,1,1
101356,33,56
80273,0,1
124353,0,1
124352,0,1
124351,0,1
124350,1,0
124357,0,1
124356,1,2
31731,19,1
124359,1,0
101355,0,2
5676,5,4
111276,6,11
62368,0,1
125403,0,1
125404,1,1
125405,1,0
125406,0,1
125407,0,2
125409,0,1
48623,2,0
43261,0,1
46869,3,0
46868,6,0
48622,0,1
58079,1,2
58078,1,1
58075,3,1
46860,0,1
46863,1,3
58076,0,1
46865,44,8
58070,2,1
46867,4,0
46866,109,102
29236,13,8
20157,7,4
48626,1,0
43262,0,1
82449,1,0
62360,0,1
82448,1,0
48628,5,7
129707,0,1
129706,1,0
112958,1,0
112959,1,0
76071,0,1
127472,0,1
112950,35,21
112953,2,1
112954,0,1
112955,1,4
112956,1,0
112957,1,0
82440,0,1
103545,0,1
82446,1,0
13058,2,0
13059,0,1
82445,1,0
13052,1,0
13053,58,84
13050,0,1
13051,0,2
13056,24,35
13057,36,73
13054,3,1
13055,0,1
51824,1,1
87657,1,0
129708,0,1
98846,2,0
44427,32,65
44426,52,76
44425,4,1
44424,3,5
44423,1,0
44422,9,17
44421,130,24
44420,14,8
62073,0,2
44429,0,2
44428,0,1
29929,90,362
44703,0,2
29928,4,6
44700,0,4
