critchlow98metadata,1.33333333333,0.471404520791
kalganova99evolving,1.66666666667,0.5
szymkowiak01hierarchical,104.226315789,115.071746859
526346,104.280952381,110.324974507
shkapenyuk01design,82.4523809524,97.1848753665
agrawal00athena,92.2207792208,113.814584466
sanchez98agora,1.0,0.0
533620,105.775362319,131.340133333
basili00language,1.0,0.0
koster99normalization,1.5,0.471404520791
coetzee00feature,83.519047619,102.59775826
neumann99constructing,108.733333333,142.714049764
452308,77.5800865801,95.67279366
andersen00what,1.0,0.0
omer00javacorba,1.0,0.0
rahwan00virtual,111.637426901,114.29715441
markatos99caching,2.33333333333,1.0
306529,108.052631579,124.55787739
bonchi01web,85.7238095238,102.578750236
werger00ayllu,110.657142857,123.39854132
bonnet00query,2.3,0.707106781187
210930,1.6,0.866025403784
wang00using,1.0,0.0
nodine99active,105.34502924,136.81843425
32521,90.8596491228,129.482540889
griffiths01query,110.593073593,136.791630275
spoelder00man,112.239766082,128.692810623
120432,104.114285714,130.765438859
craswell01effective,76.1774891775,95.1412364608
chen00algebraic,1.93333333333,0.8
56231,84.2315789474,113.078601349
marsh00maintaining,2.6,0.829156197589
coellocoello99treating,1.0,0.0
vogel01performance,2.0,1.16619037897
martelli99specification,110.941520468,121.007141918
314563,1.0,0.0
311175,97.6561264822,116.864935815
matthews00fuzzy,1.0,0.0
murthy99context,1.66666666667,0.5
56124,86.8761904762,108.629646046
253088,95.8333333333,125.653093874
sun01individual,1.71428571429,1.10554159679
279508,75.9437229437,94.2248962099
51607,92.5210526316,103.429261761
533789,2.7,1.29903810568
muslea00selective,93.3894736842,117.37538332
60136,102.374269006,112.476444722
ianni01intelligent,83.5,102.6464807
marques02componentbased,101.673913043,108.351140992
424127,91.5438596491,122.594433241
cui99practical,1.66666666667,0.5
schein01generative,86.6904761905,110.132193295
528932,78.1125541126,94.6494666755
laviola99wholehand,112.647368421,133.579984236
414073,91.3157894737,122.959692064
cohen98joins,89.8578947368,121.61817549
310158,93.1263157895,106.368434074
kaburlasos00learning,89.4242424242,118.025613116
cachin99computationally,1.0,0.0
amato98obprm,2.33333333333,1.88561808316
yang99mixtures,106.221052632,120.617409841
243827,111.730994152,114.575329687
fernyhough99constructing,94.9090909091,144.050743768
oria99visualmoql,1.0,0.0
zaki00sequence,1.0,0.0
yeates01memory,1.0,0.0
barros97integrated,1.21428571429,0.699854212224
liu99partial,4.0,3.32264954517
smola01regularized,85.8814229249,103.802498417
cabri01engineering,99.4142857143,108.487326449
widom00wsqdsq,93.4571428571,116.569721626
cassell99fully,1.0,0.0
arlein99making,89.9710144928,98.4182080069
moreno95alisis,110.12987013,113.504552537
fayyad98initialization,87.380952381,112.438968076
tzouramanis99overlapping,1.0,0.0
458790,1.0,0.0
132577,109.312252964,135.276667831
sachdev98exploration,1.33333333333,0.471404520791
328087,89.280952381,107.219867562
erwig00querybytrace,117.126315789,138.657212992
baek01cost,111.261904762,107.564399315
amin02towards,111.359307359,114.491620068
22903,2.53333333333,1.01980390272
slonim01power,90.7761904762,107.194682704
