Minesweeper.007 -1.0,[ 0.95898785  0.04101215]
DarknessLord -1.0,[ 0.79501051  0.20498949]
Trillio -1.0,[ 0.94744547  0.05255453]
Sn0wflake 1.0,[ 0.22764402  0.77235598]
Mifter 1.0,[ 0.27968886  0.72031114]
Manadude2 -1.0,[ 0.88597878  0.11402122]
Grmwnr 1.0,[ 0.32824778  0.67175222]
Psyguy 1.0,[ 0.23038559  0.76961441]
Ganfon -1.0,[ 0.4122052  0.5877948]
Soap 1.0,[ 0.30407617  0.69592383]
Jayanthv86 -1.0,[ 0.90407539  0.09592461]
Pattav2 -1.0,[ 0.96076808  0.03923192]
DanielJ.Leivick 1.0,[ 0.33785373  0.66214627]
PrivateButcher -1.0,[ 0.23229129  0.76770871]
Citicat 1.0,[ 0.28184669  0.71815331]
MMAfan2007 -1.0,[ 0.81037363  0.18962637]
Ks0stm 1.0,[ 0.38991984  0.61008016]
Sherool 1.0,[ 0.45203798  0.54796202]
JoeDecker 1.0,[ 0.23200908  0.76799092]
Satellizer -1.0,[ 0.68036895  0.31963105]
Ctjf83 -1.0,[ 0.44277479  0.55722521]
RL0919 1.0,[ 0.2267202  0.7732798]
Malinaccier 1.0,[ 0.38268642  0.61731358]
Maltesedog -1.0,[ 0.37801368  0.62198632]
Lazylaces -1.0,[ 0.89984296  0.10015704]
SilkTork -1.0,[ 0.41460775  0.58539225]
Eagle101 1.0,[ 0.22447351  0.77552649]
Nousernamesleft 1.0,[ 0.22703342  0.77296658]
Tv316 -1.0,[ 0.32368394  0.67631606]
KuatofKDY -1.0,[ 0.95529046  0.04470954]
Netoholic -1.0,[ 0.43093571  0.56906429]
Misterrick -1.0,[ 0.65443969  0.34556031]
Dylan620 -1.0,[ 0.29943915  0.70056085]
CrypticC62 -1.0,[ 0.46678569  0.53321431]
Banes 1.0,[ 0.22298051  0.77701949]
Carcharoth 1.0,[ 0.24478649  0.75521351]
GangstaEB -1.0,[ 0.68863313  0.31136687]
Oldelpaso 1.0,[ 0.24039312  0.75960688]
Gb 1.0,[ 0.41604928  0.58395072]
JHunterJ 1.0,[ 0.3036664  0.6963336]
Schuminweb -1.0,[ 0.33692953  0.66307047]
Leithp 1.0,[ 0.21550792  0.78449208]
Czarbender -1.0,[ 0.89697993  0.10302007]
MastCell 1.0,[ 0.22936748  0.77063252]
Rhymeless 1.0,[ 0.25393872  0.74606128]
Whouk 1.0,[ 0.23239123  0.76760877]
Admrboltz 1.0,[ 0.2368671  0.7631329]
Hghyux -1.0,[ 0.84635915  0.15364085]
Torchwoodwho -1.0,[ 0.81990415  0.18009585]
SonofaPeachII -1.0,[ 0.96143837  0.03856163]
Alex43223 -1.0,[ 0.234356  0.765644]
Bluemoose 1.0,[ 0.24191405  0.75808595]
LinguistAtLarge 1.0,[ 0.40632154  0.59367846]
Herbythyme 1.0,[ 0.22631862  0.77368138]
Sephirothstorm -1.0,[ 0.33204521  0.66795479]
Josephtheboheme -1.0,[ 0.94956639  0.05043361]
BlackBear -1.0,[ 0.90044966  0.09955034]
Ferkelparade 1.0,[ 0.24952536  0.75047464]
Caldorwards4 -1.0,[ 0.69025166  0.30974834]
Barek 1.0,[ 0.40852645  0.59147355]
Closedmouth 1.0,[ 0.27136011  0.72863989]
mbralchenko -1.0,[ 0.53870415  0.46129585]
Random832 1.0,[ 0.23982211  0.76017789]
WinEuro -1.0,[ 0.96157536  0.03842464]
OdMishehu 1.0,[ 0.57706769  0.42293231]
MER-C -1.0,[ 0.27796737  0.72203263]
Susvolans -1.0,[ 0.30251349  0.69748651]
Codelyoko193 -1.0,[ 0.83615156  0.16384844]
Zzyzx11 -1.0,[ 0.21182931  0.78817069]
CosmicLatte -1.0,[ 0.30038651  0.69961349]
Marcschulz -1.0,[ 0.85004209  0.14995791]
Andrevan 1.0,[ 0.22312844  0.77687156]
Necrothesp 1.0,[ 0.37046964  0.62953036]
Juliancolton -1.0,[ 0.37598008  0.62401992]
Abecedare 1.0,[ 0.23443171  0.76556829]
Aude 1.0,[ 0.27057893  0.72942107]
NSLE 1.0,[ 0.21918441  0.78081559]
RandomStringOfCharacters -1.0,[ 0.34808431  0.65191569]
bobrulz -1.0,[ 0.64077128  0.35922872]
Eequor -1.0,[ 0.53593725  0.46406275]
Harish89 -1.0,[ 0.80427618  0.19572382]
Mulad 1.0,[ 0.73925484  0.26074516]
OlafDavis 1.0,[ 0.238232  0.761768]
TheNewPhobia -1.0,[ 0.96177073  0.03822927]
BlakeCS -1.0,[ 0.90623826  0.09376174]
Davidruben 1.0,[ 0.24223315  0.75776685]
Gonzofan2007 1.0,[ 0.23073776  0.76926224]
Caribbean1 -1.0,[ 0.95084464  0.04915536]
Imaglang -1.0,[ 0.70546269  0.29453731]
Triwbe -1.0,[ 0.87087677  0.12912323]
east718 1.0,[ 0.23294112  0.76705888]
Neranei -1.0,[ 0.23925476  0.76074524]
Ruhrfisch 1.0,[ 0.37593139  0.62406861]
Alexsautographs -1.0,[ 0.95677494  0.04322506]
RegentsPark 1.0,[ 0.2235081  0.7764919]
RelentlessRouge -1.0,[ 0.94556854  0.05443146]
Dabomb87 1.0,[ 0.26244096  0.73755904]
WilfriedDerksen 1.0,[ 0.71008917  0.28991083]
Sony-youth -1.0,[ 0.44141476  0.55858524]
Theleftorium -1.0,[ 0.2491421  0.7508579]
Laurascudder 1.0,[ 0.22395619  0.77604381]
JaGa 1.0,[ 0.23241214  0.76758786]
Markalexander100 1.0,[ 0.2552882  0.7447118]
GeeJo 1.0,[ 0.30332269  0.69667731]
Falcon8765 -1.0,[ 0.56441785  0.43558215]
Dpmuk 1.0,[ 0.2281097  0.7718903]
AKMask -1.0,[ 0.23328838  0.76671162]
Rama 1.0,[ 0.22604912  0.77395088]
Tyrol5 1.0,[ 0.2412419  0.7587581]
Hiberniantears -1.0,[ 0.21798655  0.78201345]
Gabbe 1.0,[ 0.56936347  0.43063653]
Melchoir 1.0,[ 0.30169983  0.69830017]
WilhelminaWill -1.0,[ 0.68350004  0.31649996]
Irongargoyle 1.0,[ 0.26287772  0.73712228]
EdJohnston 1.0,[ 0.3760269  0.6239731]
Slambo 1.0,[ 0.4220998  0.5779002]
ACoolEditor -1.0,[ 0.56983067  0.43016933]
Lid 1.0,[ 0.45806662  0.54193338]
SteveBaker -1.0,[ 0.4129695  0.5870305]
4836.03 -1.0,[ 0.86112787  0.13887213]
Drmies 1.0,[ 0.30893375  0.69106625]
Vikreykja -1.0,[ 0.89388552  0.10611448]
Kpjas 1.0,[ 0.41804541  0.58195459]
Moriori 1.0,[ 0.34652649  0.65347351]
Jerry 1.0,[ 0.45257008  0.54742992]
Metros232 1.0,[ 0.316951  0.683049]
Certified.Gangsta -1.0,[ 0.87806342  0.12193658]
TehBrandon -1.0,[ 0.95660465  0.04339535]
Jacoplane 1.0,[ 0.2515171  0.7484829]
K1Bond007 1.0,[ 0.2512418  0.7487582]
Taymaishu -1.0,[ 0.95483259  0.04516741]
2over0 1.0,[ 0.23867187  0.76132813]
Jmabel 1.0,[ 0.34558476  0.65441524]
Rigadoun 1.0,[ 0.26355298  0.73644702]
Adashiel 1.0,[ 0.24744369  0.75255631]
KingÓðinnTheAesir -1.0,[ 0.89915147  0.10084853]
Mattbr 1.0,[ 0.42663918  0.57336082]
Cantthinkofagoodname 1.0,[ 0.23423561  0.76576439]
GregRobson 1.0,[ 0.63266284  0.36733716]
NickDowling 1.0,[ 0.26296465  0.73703535]
Martyman 1.0,[ 0.28238352  0.71761648]
eggwo -1.0,[ 0.96195361  0.03804639]
Darwinek -1.0,[ 0.22635532  0.77364468]
PhilipGronowski -1.0,[ 0.50771198  0.49228802]
Parsecboy 1.0,[ 0.23232742  0.76767258]
Denelson83 -1.0,[ 0.21766871  0.78233129]
FCYTravis 1.0,[ 0.21823002  0.78176998]
Athaenara 1.0,[ 0.22728088  0.77271912]
Deathphoenix 1.0,[ 0.23299733  0.76700267]
Cryptic 1.0,[ 0.2184935  0.7815065]
Pedant -1.0,[ 0.43284469  0.56715531]
MichaelGreiner 1.0,[ 0.68648066  0.31351934]
SalsaShark 1.0,[ 0.54708446  0.45291554]
Whiteandnerdy111 -1.0,[ 0.96055762  0.03944238]
crownofworms -1.0,[ 0.96054105  0.03945895]
Nilfanion 1.0,[ 0.39623862  0.60376138]
Kyriakos -1.0,[ 0.24546796  0.75453204]
CJMiller -1.0,[ 0.89705506  0.10294494]
Bigtop -1.0,[ 0.67766816  0.32233184]
Ali -1.0,[ 0.46101069  0.53898931]
Ramsquire -1.0,[ 0.88166072  0.11833928]
Steel359 1.0,[ 0.21902711  0.78097289]
SCZenz 1.0,[ 0.43643309  0.56356691]
RasputinAXP 1.0,[ 0.27069382  0.72930618]
Crystallina -1.0,[ 0.70934908  0.29065092]
MyNameIsKyle -1.0,[ 0.94986658  0.05013342]
Shark96z -1.0,[ 0.7741822  0.2258178]
WOSlinker 1.0,[ 0.24324048  0.75675952]
Mdcollins1984 -1.0,[ 0.70620271  0.29379729]
NicholasTurnbull 1.0,[ 0.21337632  0.78662368]
Rhythmnation2004 -1.0,[ 0.80347482  0.19652518]
Plastikspork 1.0,[ 0.23156073  0.76843927]
Fabrictramp 1.0,[ 0.23235042  0.76764958]
Dalekusa -1.0,[ 0.95973956  0.04026044]
Merope 1.0,[ 0.23877944  0.76122056]
DRosenbach -1.0,[ 0.95683832  0.04316168]
JakeDHS07 -1.0,[ 0.94994134  0.05005866]
Wizardman 1.0,[ 0.23035991  0.76964009]
Fightindaman -1.0,[ 0.72397783  0.27602217]
Fropuff 1.0,[ 0.38781331  0.61218669]
Simplysouth -1.0,[ 0.23380042  0.76619958]
Tarret -1.0,[ 0.44902607  0.55097393]
52Pickup 1.0,[ 0.33917253  0.66082747]
HamsterSandwich 1.0,[ 0.21789931  0.78210069]
Splinter -1.0,[ 0.72563217  0.27436783]
Brianga 1.0,[ 0.71516876  0.28483124]
Rmhermen 1.0,[ 0.30227935  0.69772065]
WillC -1.0,[ 0.67989334  0.32010666]
Dori 1.0,[ 0.38892429  0.61107571]
Electricbassguy -1.0,[ 0.96120999  0.03879001]
Bushytails -1.0,[ 0.26305067  0.73694933]
Butseriouslyfolks 1.0,[ 0.26524866  0.73475134]
SonofaPeach -1.0,[ 0.8969691  0.1030309]
Wikipedialuva -1.0,[ 0.93338654  0.06661346]
A930913 -1.0,[ 0.88369377  0.11630623]
Bagumba 1.0,[ 0.22833612  0.77166388]
Durin 1.0,[ 0.24573905  0.75426095]
Brianreading -1.0,[ 0.9038368  0.0961632]
Cacycle 1.0,[ 0.46782645  0.53217355]
Bsadowski1 1.0,[ 0.23157322  0.76842678]
Rfl 1.0,[ 0.60445729  0.39554271]
RevolvingBugbear 1.0,[ 0.25861303  0.74138697]
Giftigerwunsch -1.0,[ 0.67056341  0.32943659]
Wknight94 1.0,[ 0.31085948  0.68914052]
Ling.Nut -1.0,[ 0.25166924  0.74833076]
Rjd0060 -1.0,[ 0.38339598  0.61660402]
Golbez 1.0,[ 0.31299613  0.68700387]
FireStar 1.0,[ 0.22442885  0.77557115]
Boothy443 -1.0,[ 0.48931243  0.51068757]
Dudemanfellabra -1.0,[ 0.63777416  0.36222584]
Gladysjcortez 1.0,[ 0.25618757  0.74381243]
Jayron32 1.0,[ 0.22861911  0.77138089]
Dr.Szląchski -1.0,[ 0.55727254  0.44272746]
Msgj 1.0,[ 0.25759681  0.74240319]
IlmariKaronen -1.0,[ 0.37394972  0.62605028]
Chazz88 -1.0,[ 0.65805564  0.34194436]
Dantheman531 -1.0,[ 0.24883681  0.75116319]
Chooserr -1.0,[ 0.9344014  0.0655986]
AdjustShift 1.0,[ 0.22856339  0.77143661]
Purplebackpack89 -1.0,[ 0.44975988  0.55024012]
Gtstricky -1.0,[ 0.40122487  0.59877513]
Hyacinth 1.0,[ 0.41197226  0.58802774]
Hamedog -1.0,[ 0.32369499  0.67630501]
AnasSalloum 1.0,[ 0.23023493  0.76976507]
Dweller 1.0,[ 0.22837922  0.77162078]
TheRaven'sApprentice -1.0,[ 0.95684719  0.04315281]
Kaihsu 1.0,[ 0.37771209  0.62228791]
Tedder 1.0,[ 0.22912551  0.77087449]
CubsFan -1.0,[ 0.91696834  0.08303166]
Carbonite 1.0,[ 0.21553041  0.78446959]
crimsonterminator1000 -1.0,[ 0.95932941  0.04067059]
Cyclonenim -1.0,[ 0.36123837  0.63876163]
Wrp103 1.0,[ 0.60315528  0.39684472]
Carterdriggs -1.0,[ 0.8507237  0.1492763]
Booyabazooka -1.0,[ 0.48840527  0.51159473]
Seresin 1.0,[ 0.38471181  0.61528819]
CrashUnderride -1.0,[ 0.87872657  0.12127343]
Mandsford 1.0,[ 0.41636406  0.58363594]
Brockert 1.0,[ 0.28355235  0.71644765]
Plato.08 -1.0,[ 0.62120045  0.37879955]
Footballfan190 -1.0,[ 0.96112196  0.03887804]
TheAustinMan -1.0,[ 0.95260009  0.04739991]
Sherurcij -1.0,[ 0.86023658  0.13976342]
EvilMonkey 1.0,[ 0.23132765  0.76867235]
Crassic -1.0,[ 0.69626424  0.30373576]
Stlet.Rozinsky -1.0,[ 0.68877935  0.31122065]
Feco 1.0,[ 0.7351534  0.2648466]
Lucasbfr 1.0,[ 0.24444306  0.75555694]
nenyedi -1.0,[ 0.6980913  0.3019087]
Fram 1.0,[ 0.24009996  0.75990004]
Boing!saidZebedee 1.0,[ 0.24662926  0.75337074]
BigDT 1.0,[ 0.36987362  0.63012638]
SvenManguard -1.0,[ 0.24597104  0.75402896]
Duk 1.0,[ 0.26993228  0.73006772]
PresN 1.0,[ 0.32647073  0.67352927]
Hoary 1.0,[ 0.23601136  0.76398864]
Ceres3 -1.0,[ 0.95565358  0.04434642]
Snakenath -1.0,[ 0.96087632  0.03912368]
Staecker 1.0,[ 0.42076718  0.57923282]
Ugen64 1.0,[ 0.22275958  0.77724042]
Evilsaltine 1.0,[ 0.39666959  0.60333041]
GSorbyDesroid -1.0,[ 0.96024623  0.03975377]
DavidKernow 1.0,[ 0.3291372  0.6708628]
Cowman109 -1.0,[ 0.23036235  0.76963765]
Chrislk02 -1.0,[ 0.23933519  0.76066481]
Kbdank71 1.0,[ 0.22296232  0.77703768]
PhilipBairdShearer 1.0,[ 0.36555543  0.63444457]
Figureskatingfan -1.0,[ 0.42215962  0.57784038]
Ricky81682 1.0,[ 0.5573163  0.4426837]
JoeChill -1.0,[ 0.61228313  0.38771687]
DavidWBrooks 1.0,[ 0.46149095  0.53850905]
hockeypuck990 -1.0,[ 0.90698368  0.09301632]
Joshuarooney -1.0,[ 0.96071783  0.03928217]
KnowledgeSeeker 1.0,[ 0.38501293  0.61498707]
mcepitome -1.0,[ 0.89734545  0.10265455]
Amalthea 1.0,[ 0.23323394  0.76676606]
Grubber -1.0,[ 0.37193829  0.62806171]
Aleenf1 -1.0,[ 0.77485009  0.22514991]
CheNuevara -1.0,[ 0.54657444  0.45342556]
Keeper76 1.0,[ 0.22607701  0.77392299]
Blctc -1.0,[ 0.95808816  0.04191184]
Smurrayinchester -1.0,[ 0.23026639  0.76973361]
DanKeshet 1.0,[ 0.32727107  0.67272893]
Carter -1.0,[ 0.64227691  0.35772309]
Lifebaka 1.0,[ 0.2441944  0.7558056]
Toddst1 1.0,[ 0.23018778  0.76981222]
EncMstr 1.0,[ 0.44987711  0.55012289]
Chad1m -1.0,[ 0.96148925  0.03851075]
MoeEpsilon -1.0,[ 0.22085706  0.77914294]
Williamborg -1.0,[ 0.43307331  0.56692669]
RyanKeyes -1.0,[ 0.96005971  0.03994029]
Rei.09 -1.0,[ 0.42393294  0.57606706]
5albertsquare 1.0,[ 0.2302803  0.7697197]
RadicalBender 1.0,[ 0.28855926  0.71144074]
Wimt 1.0,[ 0.22450108  0.77549892]
salvag -1.0,[ 0.82843945  0.17156055]
Qaz 1.0,[ 0.41193247  0.58806753]
ChildofMidnight -1.0,[ 0.25628361  0.74371639]
HK22 -1.0,[ 0.95180769  0.04819231]
Freestylefrappe -1.0,[ 0.21837998  0.78162002]
Saxifrage 1.0,[ 0.29703  0.70297]
ShadowHalo 1.0,[ 0.26392143  0.73607857]
Jclemens 1.0,[ 0.22624121  0.77375879]
Dougweller 1.0,[ 0.3422546  0.6577454]
Spebi 1.0,[ 0.22074856  0.77925144]
Kerotan -1.0,[ 0.68544493  0.31455507]
TheWordsmith 1.0,[ 0.23235112  0.76764888]
Duncharris 1.0,[ 0.21364394  0.78635606]
Hawkeye7 1.0,[ 0.2557736  0.7442264]
Crazytales56297 -1.0,[ 0.30485009  0.69514991]
CYD 1.0,[ 0.41002348  0.58997652]
Patchouli -1.0,[ 0.92129159  0.07870841]
Samir(TheScope) 1.0,[ 0.29193352  0.70806648]
FatherGoose 1.0,[ 0.33983732  0.66016268]
xDanielx 1.0,[ 0.41953592  0.58046408]
Crazytales 1.0,[ 0.33258257  0.66741743]
MuZemike 1.0,[ 0.23521702  0.76478298]
Richard0612 -1.0,[ 0.65156301  0.34843699]
CWH -1.0,[ 0.76715693  0.23284307]
Thomasiscool -1.0,[ 0.90062953  0.09937047]
Vistro -1.0,[ 0.94328111  0.05671889]
Cutler 1.0,[ 0.52554424  0.47445576]
BaseballBugs -1.0,[ 0.32964064  0.67035936]
brettzwo -1.0,[ 0.94772057  0.05227943]
Marine69-71 -1.0,[ 0.21287453  0.78712547]
