204523,201592 ,0,20,11,9,0,0,0,0,0,0,0,0,0,0
200555,205800 ,0,1,2,0,0,0,0,0,0,0,0,0,0,0
201965,205765 ,0,2,1,0,0,0,0,0,0,0,0,0,0,0
100698,100205 ,0,5,6,2,6,0,0,0,0,0,0,0,0,0
208612,208654 ,0,3,3,0,0,0,0,0,0,0,0,0,0,0
202340,200666 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200863,205608 ,0,8,3,4,0,0,2,2,0,0,0,0,0,0
203589,203602 ,0,0,6,0,0,0,0,2,0,0,0,0,0,0
206668,206670 ,0,0,2,0,0,0,0,0,0,0,0,0,0,0
202469,207546 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0
203807,200714 ,0,0,0,0,0,0,0,0,4,0,0,0,0,0
100241,102136 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101534,101135 ,0,0,0,0,0,0,1,6,16,0,0,0,0,4
204020,204022 ,0,2,2,2,0,0,1,0,0,0,0,0,0,0
201597,202798 ,0,0,1,2,0,0,0,0,0,0,0,0,0,0
200475,206974 ,0,0,0,18,0,0,0,5,13,0,0,0,2,0
202711,200305 ,0,0,2,0,4,0,0,0,0,0,0,0,0,0
204248,200046 ,0,35,3,36,28,0,3,2,0,0,0,0,0,0
201445,201445 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200438,203137 ,0,2,6,2,0,0,0,2,0,0,0,0,0,0
101915,28804 ,0,0,0,2,0,0,0,0,0,0,0,2,0,0
202866,202231 ,0,1,1,0,0,0,0,0,0,0,0,0,0,0
202107,201668 ,0,0,15,0,3,0,0,12,0,0,0,0,0,0
200776,206783 ,0,0,0,14,0,0,2,2,47,0,0,0,0,4
207346,207348 ,0,3,7,0,0,0,1,0,0,0,0,0,0,0
100928,101169 ,0,11,8,10,0,0,0,12,0,0,0,0,8,0
202455,207467 ,0,0,0,0,0,0,0,3,0,0,0,0,0,0
205282,205331 ,0,0,1,0,0,0,0,0,0,0,0,0,0,0
200382,200382 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,100957 ,0,0,1,2,0,0,0,2,0,0,0,0,0,0
201740,205114 ,0,0,0,9,0,0,5,0,15,0,0,0,0,4
102035,102034 ,0,0,1,0,1,0,0,0,0,0,0,2,0,0
205187,205188 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0
200714,205287 ,0,0,0,1,0,0,1,0,0,0,0,0,0,0
101494,101496 ,0,0,0,0,0,0,1,0,0,0,0,0,0,12
202737,201353 ,0,0,0,0,0,0,0,4,49,0,0,0,0,0
100806,100600 ,0,0,0,6,0,0,2,2,6,0,0,0,0,32
200543,200553 ,0,6,5,4,6,0,0,6,0,0,0,0,0,0
200708,203528 ,0,0,1,4,0,0,0,0,0,0,0,0,0,0
101788,101791 ,0,1,1,2,0,0,5,0,0,0,0,0,0,0
202973,200383 ,0,0,0,2,0,0,0,0,2,0,0,0,0,0
200193,200291 ,0,3,2,0,3,0,0,0,0,0,0,0,0,0
201448,204944 ,0,0,6,0,1,0,0,1,0,0,0,0,0,0
206635,206638 ,0,2,0,0,0,0,2,0,0,0,0,0,0,0
201760,205175 ,0,2,1,0,0,0,6,2,0,0,0,0,2,0
101073,102086 ,0,0,2,0,0,0,0,0,0,0,0,0,0,0
208745,208831 ,0,11,4,10,0,0,1,0,0,0,0,0,0,0
201793,205339 ,0,0,0,2,0,0,0,0,0,0,0,0,0,0
100602,102111 ,0,2,3,0,1,0,0,0,0,0,0,0,0,0
208215,201597 ,0,0,4,0,1,0,0,2,0,0,0,0,0,0
100906,102118 ,0,0,0,3,0,0,2,0,11,0,0,0,0,4
202251,206606 ,0,0,0,0,0,0,1,3,0,0,0,0,0,4
203310,200580 ,0,0,0,2,0,0,2,0,0,0,0,0,0,0
201655,204656 ,0,0,5,0,0,0,2,4,0,0,0,0,0,0
201621,201613 ,0,0,0,0,0,0,0,0,4,0,0,0,0,0
100403,100403 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201624,201624 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100368,26479 ,0,0,0,2,0,0,0,1,0,0,0,0,0,0
101358,101363 ,0,0,0,1,0,0,0,2,9,0,0,0,2,4
200596,208717 ,0,2,1,0,0,0,0,0,0,0,0,0,0,0
101086,101088 ,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3182,102179 ,0,2,1,1,0,0,1,0,0,0,0,0,0,0
200584,205807 ,0,2,2,6,0,0,0,2,0,0,0,0,0,0
100197,25631 ,0,0,0,12,0,0,0,3,16,0,0,0,0,0
200448,203192 ,0,38,93,67,0,0,2,2,0,0,0,0,0,0
200414,203051 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200489,201353 ,0,0,0,28,0,0,0,18,106,0,0,0,0,4
204464,201570 ,0,1,1,0,0,0,0,0,0,0,0,0,0,0
206017,200023 ,0,0,0,0,0,0,0,2,0,0,0,0,0,0
101502,101503 ,0,0,0,0,0,0,0,0,4,0,0,2,0,0
200682,200651 ,0,2,9,2,1,0,0,1,0,0,0,0,0,0
203444,200450 ,0,0,0,9,0,0,1,4,24,0,0,0,2,0
102439,102440 ,0,0,1,0,0,0,2,4,0,0,0,0,0,0
205747,201664 ,0,0,0,3,0,0,1,3,6,0,0,0,2,4
205549,204523 ,0,0,0,31,0,0,1,20,17,0,0,0,0,0
205054,205054 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101022,101022 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200442,205252 ,0,1,1,2,0,0,0,0,0,0,0,0,0,0
205791,201963 ,0,0,0,7,0,0,1,7,16,0,0,0,0,0
201901,201903 ,0,1,2,0,1,0,1,0,0,0,0,0,0,0
101398,101838 ,0,1,6,0,1,0,0,1,0,0,0,0,0,0
101927,102308 ,0,0,2,0,1,0,0,0,0,0,0,0,0,0
200101,201021 ,0,0,0,2,0,0,2,0,14,0,0,0,0,0
100813,102203 ,0,0,0,6,0,0,2,6,7,0,0,0,0,20
2,102163 ,0,10,15,13,0,0,1,0,0,0,0,0,0,0
206369,201367 ,0,0,1,0,0,0,0,0,0,0,0,2,0,0
100754,100754 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208369,202852 ,0,8,4,16,0,0,0,0,0,0,0,0,0,0
202143,202143 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206977,203112 ,0,1,3,0,43,0,0,41,0,0,0,0,0,0
26550,102225 ,0,0,6,0,1,0,0,0,0,0,0,0,0,0
204717,200307 ,0,0,5,0,2,0,0,0,0,0,0,0,0,0
200047,200046 ,0,0,0,40,0,0,0,52,9,0,0,0,0,0
205237,200350 ,0,0,0,0,1,0,0,3,0,0,0,0,0,0
200856,207204 ,0,0,5,0,0,0,0,0,0,0,0,0,0,0
201768,205181 ,0,0,4,0,0,0,6,4,0,0,0,0,0,0
200806,208329 ,0,0,1,2,0,0,0,0,0,0,0,0,0,0
200148,208280 ,0,0,1,0,0,0,0,1,0,0,0,0,0,0
100957,100960 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0
201931,201931 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101170,101169 ,0,0,0,2,0,0,0,4,25,0,0,0,4,0
