206496,0,35,3,47,0,0,1,0,0,0,0,0,0,0
206491,0,35,4,57,0,0,1,0,0,0,0,0,0,0
206493,0,35,3,42,0,0,1,0,0,0,0,0,0,0
203184,0,3,0,4,0,0,1,0,0,0,0,0,0,0
206499,0,35,3,47,0,0,1,0,0,0,0,0,0,0
101767,0,0,6,0,0,0,2,5,0,0,0,0,0,0
101766,0,1,5,0,1,0,0,0,0,0,0,0,0,0
101765,0,1,4,2,0,0,1,11,0,0,0,0,0,0
101762,0,0,1,2,0,0,1,2,3,0,0,0,0,0
101761,0,1,3,3,1,0,3,5,3,0,0,0,0,0
201026,0,0,3,4,1,0,0,0,5,0,0,0,0,0
100281,0,0,1,0,0,0,0,0,0,0,0,0,0,0
101372,0,3,10,0,1,0,0,4,0,0,0,3,0,0
102139,0,22,27,32,0,0,3,6,0,0,0,0,0,0
100368,0,1,1,2,1,0,0,1,0,0,0,0,0,0
100369,0,6,8,8,11,0,0,6,3,0,0,2,0,8
201728,0,3,2,0,0,0,0,0,0,0,0,0,0,0
201729,0,1,1,0,0,0,0,0,0,0,0,0,0,0
201726,0,0,2,0,0,0,0,0,0,0,0,0,0,0
201727,0,0,5,0,2,0,0,0,0,0,0,0,0,0
100366,0,0,1,1,1,0,0,6,3,0,0,0,0,0
100367,0,0,0,0,0,0,0,6,3,0,0,0,0,0
201722,0,0,5,0,1,0,1,12,4,0,0,0,0,0
201051,0,2,6,14,0,0,1,10,19,0,0,0,0,0
100362,0,1,2,3,0,0,2,0,2,0,0,0,0,0
201053,0,22,43,29,14,2,1,17,16,0,0,0,0,0
206018,0,0,4,0,0,0,1,2,0,0,0,0,0,0
206875,0,48,0,58,0,0,10,0,0,0,0,0,0,0
206874,0,49,10,58,4,0,10,15,0,0,0,0,0,0
341,0,0,5,0,5,0,0,0,0,0,0,0,0,0
100168,0,3,1,0,0,0,0,0,0,0,0,0,0,0
100169,0,1,1,8,0,0,1,11,29,0,0,0,0,0
100167,0,0,1,0,0,0,3,5,0,0,0,0,0,12
206015,0,0,25,0,30,0,0,10,0,0,0,0,0,0
100160,0,0,2,0,1,0,0,0,0,0,0,0,0,0
206016,0,1,2,0,31,0,0,19,0,0,0,0,0,0
100386,0,0,4,0,1,0,0,0,0,0,0,0,0,0
100384,0,0,4,0,3,0,0,0,0,0,0,0,0,0
714661,0,4,0,0,0,0,0,0,0,0,0,0,0,0
100382,0,28,16,0,17,0,0,0,0,0,0,0,0,0
100383,0,28,15,0,17,0,0,0,0,0,0,0,0,0
206668,0,0,3,2,0,0,0,5,0,0,0,0,0,0
205151,0,1,5,2,0,0,2,4,3,0,0,0,0,0
201616,0,10,3,4,2,0,0,4,0,0,0,0,0,0
101491,0,5,1,12,0,0,1,0,0,0,0,0,0,0
101490,0,3,0,18,0,0,2,2,23,0,0,0,0,4
101493,0,0,0,7,0,0,4,2,10,0,0,0,0,24
101492,0,3,3,0,0,0,0,7,0,0,0,0,0,0
101495,0,1,0,18,0,0,5,2,15,0,0,0,0,28
101494,0,0,0,7,0,0,4,2,10,0,0,0,0,24
101497,0,4,1,5,0,0,10,0,0,0,0,0,0,0
205286,0,6,6,7,0,0,12,11,0,0,0,0,0,0
101499,0,2,0,5,0,0,0,0,0,0,0,0,0,0
101498,0,1,0,2,0,0,0,0,0,0,0,0,0,0
100963,0,2,9,2,3,0,0,0,0,0,0,0,0,0
206369,0,0,1,0,1,0,0,17,0,0,0,2,0,0
101161,0,0,3,3,0,0,0,0,0,0,0,0,0,0
101160,0,0,2,0,0,0,0,0,0,0,0,0,0,0
101163,0,0,1,2,0,0,1,0,6,0,0,0,0,0
101162,0,0,3,3,0,0,0,0,0,0,0,0,0,0
101349,0,36,6,47,0,0,1,20,27,0,0,0,0,12
205114,0,6,9,57,69,0,8,185,160,0,0,0,2,4
101167,0,18,8,30,3,0,1,21,46,0,0,2,4,0
101166,0,1,2,2,0,0,1,0,0,0,0,0,0,0
101169,0,11,8,32,0,0,0,51,159,0,0,0,16,4
101168,0,11,10,15,0,0,1,0,0,0,0,0,0,0
204146,0,1,1,4,0,0,0,0,0,0,0,0,0,0
102059,0,4,1,3,0,0,1,0,0,0,0,0,0,0
25664,0,0,1,0,2,0,0,0,0,0,0,0,0,0
201438,0,6,3,40,0,0,12,11,55,0,0,0,0,12
201439,0,0,5,15,0,0,0,14,44,0,0,0,0,8
206702,0,3,2,6,0,0,1,0,0,0,0,0,0,0
100702,0,0,0,0,3,0,0,3,0,0,0,0,2,0
200938,0,7,13,9,3,1,2,9,0,0,0,0,0,0
100700,0,3,3,0,7,1,0,2,0,0,0,1,0,0
100701,0,1,3,0,5,0,0,1,0,0,0,1,2,0
202152,0,0,1,0,0,0,0,0,0,0,0,0,0,0
206708,0,0,7,12,13,0,0,8,0,0,0,0,0,0
205739,0,2,6,2,12,0,4,6,0,0,0,0,0,0
205738,0,3,5,2,0,0,1,7,0,0,0,0,0,0
205153,0,1,0,2,0,0,2,7,3,0,0,0,0,0
202171,0,0,4,0,0,1,0,0,0,0,0,0,0,0
204758,0,1,4,5,42,1,0,32,0,0,1,0,0,0
205732,0,5,2,13,0,0,0,0,0,0,0,0,0,0
205736,0,4,2,8,0,0,1,0,0,0,0,0,0,0
100940,0,11,10,20,0,0,1,0,0,0,0,0,0,0
100941,0,25,16,53,3,0,15,0,0,0,0,0,0,0
100942,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100943,0,0,1,2,0,0,1,0,7,0,0,0,0,0
100944,0,3,3,9,0,0,2,12,11,0,0,0,0,0
100945,0,2,6,4,2,0,1,0,0,0,0,0,0,0
100946,0,0,1,3,0,0,1,0,7,0,0,0,0,0
100947,0,2,6,3,2,0,1,0,0,0,0,0,0,0
100948,0,2,4,2,2,0,0,0,0,0,0,0,0,0
25114,0,8,10,3,5,0,1,11,8,0,0,0,0,0
25115,0,0,2,0,2,0,0,2,0,0,0,0,0,0
206880,0,1,6,4,0,0,1,0,0,0,0,0,0,0
207477,0,4,0,7,0,0,1,0,0,0,0,0,0,0
204732,0,2,3,4,1,0,0,0,0,0,0,0,0,0
200541,0,23,13,84,10,0,2,34,80,0,0,0,2,0
6728,0,0,2,0,3,0,0,0,0,0,0,0,0,0
101389,0,1,6,6,0,0,0,0,0,0,0,0,0,0
101388,0,1,4,1,0,0,0,0,0,0,0,0,0,0
204735,0,1,3,19,0,0,0,23,66,0,0,0,0,0
206886,0,0,0,0,1,0,0,4,19,0,0,0,0,0
101387,0,10,12,14,0,2,1,3,12,0,0,0,0,0
202907,0,0,1,0,0,0,2,0,0,0,0,0,0,4
101380,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101383,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101382,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100016,0,1,6,1,2,0,2,0,0,0,0,0,0,0
201547,0,0,0,0,1,0,0,2,12,0,0,0,0,0
100014,0,6,12,11,2,1,2,16,16,0,0,1,4,4
201545,0,1,0,0,0,0,0,7,19,0,0,0,0,0
101019,0,0,1,0,0,0,0,0,0,0,0,0,0,0
205608,0,13,11,15,2,0,3,81,78,0,0,0,0,0
100010,0,0,1,0,0,0,1,0,0,0,0,0,0,0
100011,0,0,2,0,0,0,0,3,0,0,0,0,0,0
101015,0,0,2,0,0,0,0,0,0,0,0,0,0,0
101546,0,0,0,6,0,0,0,2,9,0,0,0,0,0
7883,0,1,3,3,5,0,1,0,3,0,0,0,0,0
101016,0,0,5,2,0,0,0,0,0,0,0,0,0,0
101011,0,1,3,0,7,0,0,2,0,0,0,0,0,0
101010,0,0,0,0,2,0,0,0,0,0,0,0,0,0
