PSD95,0.0298350433828
GAIP,0.0
ABP1,0.0
ARIP2,0.0
CALRETICULIN,0.000619515762106
GLYT1,0.0
PQCaCh,0.0149306952005
COFILIN,0.00315780950962
ANKYRIN,0.00368996489787
RYR,0.0278997420887
EEF2K,0.00130673816488
TAU,0.0139164981524
MNK1,0.00013597750334
DYNEIN,0.0
POTASSIUM,0.0
GABARAP,0.0
SYNTAXIN,0.0161712797458
bARK,0.00130335283285
SV2A,0.0
ADPRIBSYCYCLASE,0.00184984886373
IGF1R,0.00131350882895
KV42,0.00030027895136
NWASP,0.0111381561526
PSD93,0.0
CAMKI,0.00038095564538
CAMKK,0.00108090830715
IKBA,0.0
S40,0.00670465009208
JIP,0.00115778355541
COMPLEXIN,0.0
RHEB,0.0
DREAM,0.0101685970582
SNAP25,0.00580207707987
SPECTRIN,0.00130673816488
SHANK,0.00304153275798
GRB10,0.000827676067358
RICS,0.0
CAMKIV,0.00191669036399
CAMKII,0.018636787444
PTEN,0.0
JNK,0.00650943868186
RASGRP3,0.0015019589788
SYNTENIN,0.00252961883418
CRIPT,0.00015630460863
GAP43,0.0
SSCAM,0.0
ENKEPHALIN,0.0
M2R,0.000369058963443
MST3,0.0
ADDUCIN,0.0
NFM,0.0
NFH,0.0
mRNA,0.0
PKCE,0.0
ANANDAMIDE,0.0
HCK,0.0
COOL,0.00514129905722
MERLIN,0.0
tRNA,0.0
NOPR,0.000286906889828
CBL,0.0
M4R,0.000367366297426
CBP,0.0281662446286
GIT1,0.0
NASCENTCHAIN,0.0
NOS,0.00825560234837
DOK,0.00103012832665
RALBP1,0.00614550608457
S6,0.00793014028816
RET,0.00338568937397
XIAP,0.00229525511862
EPAC,0.00019888825696
NEUREXIN,0.0
ADAPTIN,0.0
FILAMIN,0.0
Potassium,0.0
PHAS,6.77066406673e-06
PHAP,0.0
CaMKI,0.0
RIM,0.0187436242913
EFA6,0.0
PI3K,0.0519115253817
GELSOLIN,0.00499593195934
BETAARRESTIN,0.0
MKP5,0.0
PP2C,0.0
DOPAMINE,0.0
LEF1,0.000338533203337
APOLLON,0.0
MAP2,0.000958677669963
EPHRIN,0.0
SS,0.0
FIBRINOGEN,0.0
STEP,0.00482118300052
SSTR1,0.000503255466935
SSTR2,0.000644372092376
KINESIN,0.0
GLUTAMATE,0.0
CDC42,0.00506942783124
CAS,0.0
EEF1A2,0.0
EGFR,0.00380574795526
BAX,0.00780814608686
YOTIAO,0.000605071678764
MITF,0.0
BAD,0.00704680371995
GEPHYRIN,0.0
BAK,0.00114762755931
CAD,0.0
KV41,0.00635384506012
PDE1C,0.00114367800527
PDE1B,0.00114367800527
PDE1A,0.00114367800527
FIVEHT1AR,0.00043477502365
PP2A,0.0132285167926
ALPHACATENIN,0.0
P53,0.00359355816452
GRIP,0.000870712100832
GRIT,0.00192848025298
CLATHRIN,0.00456620402343
CERAMIDE,0.0
SEC61P,8.46333008341e-05
EIF1A,0.0
L1,0.0
SYNAPSIN,0.0293906298899
IKBB,0.0
RSK,0.00791516019391
MLK3,0.00129996750081
D3R,0.000645962101333
DOC2,0.000585098219767
NCK,0.00675104794834
CEK1,2.51078792475e-05
cADPR,0.00169073825816
EEF2,0.0
AXIN,0.00674978785253
CAVEOLIN,0.0
DYRK,0.0
AP1,0.00581639538873
IP3,0.00159664953689
ADENOSINE,0.0
EGF,0.0
FIVEHT2AR,0.000371560739488
RAC,0.00683699902101
PABP,0.0
VAV,0.0117139989373
RAL,0.00515698913083
PAXILLIN,0.00238271266405
RAI,0.0
SURVIVIN,0.0
BR1R,0.00114762755931
CORTACTIN,0.00212852751598
RAS,0.0245439769677
RB,0.0
FADD,0.00229525511862
CAMKPASE,0.0
SAPAP,0.0
RASGRF,0.0020904707417
LAMINA,0.0
INSULIN,0.0
APS,0.000175585888131
C3G,0.000235492159571
KAR,0.00788777661924
ELK1,0.000719947279096
RHO,0.0269578997287
APC,0.0
STAT,0.0
GALPHAO,0.0
GALPHAI,0.00382371920978
KSR,0.00193542253458
cAMP,0.0149377775972
TBR1,0.0
CAPRI,0.00040487630749
GRP94,0.0
