74700,0,0,1,2,4,0,0,2,0,0,0,0,0,0
684986,0,36,5,0,2,2,0,0,0,0,0,0,0,0
262108,0,0,0,0,4,0,0,0,0,0,0,0,0,0
23448,0,108,3,1,2,1,0,0,0,0,0,0,0,0
131117,0,6,3,0,4,2,0,0,0,0,0,0,0,0
144330,0,26,8,0,5,0,0,0,0,0,0,0,0,0
1959,0,42,13,0,18,2,0,0,0,0,0,1,0,0
193354,0,5,1,1,2,4,0,0,0,0,0,0,0,0
193352,0,4,5,0,4,5,0,0,0,0,0,1,0,0
1121867,0,27,4,0,9,1,0,0,0,0,0,0,0,0
1105505,0,3,5,0,1,0,0,0,0,0,0,0,0,0
103543,0,1,0,3,2,1,0,8,2,0,0,0,1,0
1104055,0,42,2,1,6,0,0,0,0,0,0,0,0,0
469504,0,17,1,1,3,0,0,0,0,0,0,0,0,0
35852,0,6,5,0,6,0,0,0,0,0,0,0,0,0
6151,0,77,45,69,11,6,7,0,0,0,0,2,0,0
6152,0,7,7,1,2,1,0,0,0,0,0,0,0,0
189572,0,16,6,0,3,1,0,0,0,0,0,0,0,0
6155,0,173,6,0,5,7,1,0,0,0,0,0,0,0
189571,0,31,13,1,10,5,0,0,0,0,0,0,0,0
287787,0,196,22,1,5,14,0,0,0,0,0,0,0,0
289780,0,163,9,1,2,12,0,0,0,0,0,0,0,0
289781,0,165,7,1,3,9,0,0,0,0,0,0,0,0
1106287,0,103,3,1,4,2,0,0,0,0,0,0,0,0
158098,0,18,0,0,3,0,0,0,0,0,0,0,0,0
69392,0,118,4,0,6,1,0,0,0,0,0,0,0,0
1132434,0,11,1,0,1,0,0,0,0,0,0,0,0,0
69397,0,25,6,0,3,0,0,0,0,0,0,0,0,0
65650,0,55,22,1,13,7,0,0,0,0,0,0,0,0
65653,0,61,18,0,15,0,0,0,0,0,0,0,0,0
60682,0,5,1,0,2,0,0,0,0,0,0,0,0,0
100701,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1102442,0,11,1,1,1,0,0,0,0,0,0,0,0,0
689439,0,4,2,0,2,0,1,0,0,0,0,0,0,0
853114,0,1,31,0,0,4,0,0,0,0,0,1,0,0
853115,0,1,31,0,0,4,0,0,0,0,0,1,0,0
853116,0,0,1,31,0,3,0,0,0,0,0,2,0,0
52003,0,2,3,0,1,2,0,0,0,0,0,0,0,0
52000,0,1,2,0,0,2,0,0,0,0,0,0,0,0
853118,0,0,4,0,1,0,0,0,0,0,0,0,0,0
52007,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1129015,0,2,4,0,2,1,0,0,0,0,0,0,0,0
100961,0,14,5,0,1,2,0,0,0,0,0,0,0,0
1129018,0,169,3,1,1,0,0,0,0,0,0,0,0,0
1132505,0,0,5,0,2,1,0,0,0,0,0,0,0,0
43698,0,22,0,0,3,7,1,0,0,0,0,0,0,0
85324,0,1,2,0,5,0,0,0,0,0,0,0,0,0
1113438,0,179,9,2,8,2,0,0,0,0,0,0,0,0
166825,0,1,0,0,3,0,0,0,0,0,0,0,0,0
258259,0,0,0,0,1,0,0,0,0,0,0,0,0,0
63931,0,38,13,0,6,5,0,0,0,0,0,0,0,0
93320,0,44,9,2,3,0,0,0,0,0,0,0,0,0
990075,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2440,0,425,52,0,50,14,0,1,0,0,0,0,0,0
644494,0,3,4,0,2,2,0,0,0,0,0,0,0,0
1130568,0,6,1,1,0,0,0,0,0,0,0,0,0,0
1109392,0,64,7,1,2,0,1,0,0,0,0,0,0,0
1130567,0,113,3,0,5,4,1,0,0,0,0,0,0,0
1106630,0,19,0,0,10,0,0,0,0,0,0,0,0,0
1117184,0,20,2,0,5,1,0,0,0,0,0,0,0,0
93923,0,36,7,0,2,3,0,0,0,0,0,0,0,0
294145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102939,0,0,0,0,2,0,0,0,0,0,0,1,0,0
102938,0,2,0,0,1,0,0,0,0,0,0,2,0,0
16819,0,58,26,16,16,3,4,1,1,0,0,0,1,0
1107728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132821,0,0,0,0,2,0,0,0,0,0,0,0,0,0
117328,0,6,6,0,8,0,0,0,0,0,0,0,0,0
1117219,0,8,5,0,0,0,1,0,0,0,0,0,0,0
139738,0,0,0,0,4,0,0,0,0,0,0,0,0,0
753047,0,2,0,7,0,1,2,2,2,0,0,0,1,0
79817,0,16,4,2,1,1,0,0,0,0,0,0,0,0
646412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0,45,13,0,8,1,0,0,0,0,0,0,0,0
787016,0,164,5,1,1,3,1,0,0,0,0,0,0,0
1109957,0,85,5,1,2,1,0,0,0,0,0,0,0,0
300071,0,16,3,1,9,1,0,0,0,0,0,0,0,0
1131360,0,181,3,1,5,1,0,0,0,0,0,0,0,0
87363,0,26,5,0,1,2,0,2,0,0,0,1,0,0
1116922,0,0,2,0,1,0,0,0,0,0,0,0,0,0
20526,0,80,14,1,8,4,0,0,0,0,0,0,0,0
20528,0,11,17,0,13,0,0,0,0,0,0,0,0,0
1138755,0,3,2,0,0,0,0,0,0,0,0,0,0,0
54550,0,9,7,0,0,0,0,0,0,0,0,0,0,0
22874,0,1,6,0,3,1,0,0,0,0,0,0,0,0
22875,0,3,0,0,10,0,0,0,0,0,0,0,0,0
22876,0,2,6,0,6,0,0,0,0,0,0,0,0,0
293285,0,31,1,0,1,0,0,0,0,0,0,0,0,0
197452,0,35,7,0,4,0,0,0,0,0,0,0,0,0
561581,0,7,7,3,2,1,0,2,0,0,0,1,0,0
1153275,0,6,3,2,1,0,0,0,0,0,0,0,0,0
219239,0,35,12,2,6,0,0,4,0,0,0,1,0,0
1121254,0,29,2,0,3,0,0,0,0,0,0,0,0,0
1131565,0,5,1,0,1,0,0,0,0,0,0,0,0,0
152731,0,2,1,4,1,0,1,3,1,0,0,0,0,0
509315,0,1,2,0,1,0,0,0,0,0,0,0,0,0
1117501,0,7,4,0,1,0,0,0,0,0,0,0,0,0
179180,0,2,1,0,3,1,0,0,0,0,0,0,0,0
1131189,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1129907,0,7,1,0,0,1,0,0,0,0,0,0,0,0
1131184,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49482,0,164,18,1,7,4,0,0,0,0,0,0,0,0
1131180,0,12,1,0,0,0,0,0,0,0,0,0,0,0
48781,0,1,0,2,4,2,1,0,0,0,0,0,0,0
294030,0,34,2,4,6,0,0,3,1,0,0,1,0,0
711598,0,17,2,1,0,0,0,0,0,0,0,0,0,0
1131748,0,133,4,0,1,0,0,0,0,0,0,0,0,0
1131745,0,80,0,0,0,1,0,0,0,0,0,0,0,0
104840,0,45,10,1,5,1,0,0,0,0,0,0,0,0
1131741,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1130586,0,6,1,1,0,0,0,0,0,0,0,0,0,0
594511,0,1,0,0,3,0,0,0,0,0,0,0,0,0
645452,0,0,1,0,3,0,0,0,0,0,0,0,0,0
1997,0,31,20,15,8,2,0,3,0,0,1,0,0,0
1999,0,10,3,0,15,0,0,0,0,0,0,0,0,0
1114184,0,0,1,1,0,0,0,0,0,0,0,0,0,0
634975,0,168,3,1,1,5,0,0,0,0,0,0,0,0
1129835,0,5,1,1,2,4,0,0,0,0,0,0,0,0
45061,0,3,0,1,0,0,0,0,0,0,0,0,0,0
1128839,0,164,4,0,3,0,0,0,0,0,0,0,0,0
237521,0,73,28,0,1,0,0,1,0,0,0,0,0,0
31489,0,48,12,0,5,11,0,0,0,0,0,0,0,0
8832,0,16,2,0,2,0,0,0,0,0,0,0,0,0
67584,0,2,0,0,4,1,0,0,0,0,0,0,0,0
202639,0,71,24,0,20,0,0,0,0,0,0,0,0,0
395725,0,36,11,0,7,1,0,0,0,0,0,0,0,0
1130808,0,56,2,2,1,2,0,0,0,0,0,0,0,0
58454,0,1,8,0,3,0,0,0,0,0,0,0,0,0
58453,0,0,5,0,2,0,0,0,0,0,0,0,0,0
1113084,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643734,0,0,3,0,1,0,0,0,0,0,0,0,0,0
