74700,0.01696547,0.08588048,-0.08552928,0.00748680,0.16539906,0.16383172,-0.15729772,-0.11713423,-0.17807350,-0.02321468,-0.19627796,-0.02193672,0.06152663,-0.09275460,0.07133954,0.04845747,-0.19230623,0.02245277,-0.10126827,-0.03495846
684986,-0.08486303,0.08386989,-0.02290215,-0.13449143,0.01897324,0.11710228,-0.08146448,-0.11224899,-0.04053640,0.18157001,0.19908722,0.06884712,0.16116243,0.13792949,-0.04832556,-0.16651250,0.06067858,0.02383533,-0.05958981,-0.11300663
284023,-0.05576749,-0.01337715,-0.11910284,-0.10471628,-0.01845478,0.18668909,0.04560968,-0.10938384,-0.11583854,-0.01995306,-0.16078682,-0.16345350,0.00849049,-0.21824534,-0.00321063,-0.06427660,0.11019609,0.12361681,0.09793254,0.10160643
262108,-0.05828129,0.07225254,-0.06367137,0.03604646,-0.06811237,-0.02103413,-0.17400586,-0.10193650,0.18900306,-0.10670781,0.07634276,0.06379340,0.08328097,-0.00593780,0.03765234,-0.17033406,-0.17164949,-0.11161970,-0.13671370,-0.16441836
23448,-0.14618227,0.02914614,-0.12737274,0.18954790,0.07338400,0.02329444,0.08318095,-0.10242205,0.18114356,0.13733645,0.08748180,-0.01432256,0.13529750,0.10343019,0.07489662,0.16732439,0.05343041,-0.05109055,0.02111801,-0.12279838
131117,-0.10815898,0.08632398,0.09934614,0.16881181,0.12566687,0.01882410,-0.14691976,-0.01192181,0.15192822,0.10623976,-0.00719861,-0.01546726,-0.10634267,-0.11704814,-0.14734031,0.13793286,0.04514171,-0.12517616,-0.02928087,-0.16346990
144330,-0.10335233,0.07863321,0.05485508,-0.00711620,-0.08941787,0.05146044,0.16042758,-0.02011536,-0.14404602,-0.15955053,-0.15408969,0.16538068,0.01164339,0.12000931,-0.11187191,-0.08435422,0.06601015,0.14136847,-0.06525516,-0.15586891
1125492,0.13069856,-0.07934942,0.08900346,-0.12672617,0.08001785,0.13048300,0.08550349,-0.05565067,0.08362864,-0.13475732,-0.07541505,-0.03571641,0.14039161,-0.12092525,0.14975035,0.11837691,0.18137781,-0.04412853,-0.11527913,-0.09411889
1121867,0.12334012,0.18186024,0.07513596,-0.00100646,-0.07580414,0.12343872,0.14141153,-0.15462123,-0.10379857,0.13603493,0.13606447,-0.07373479,-0.08229666,-0.02812580,0.00972764,-0.15224987,0.13109833,0.00988470,0.10240484,-0.10330058
1105505,0.14704887,0.08947524,-0.05358353,0.15597432,0.07412979,0.11525030,-0.14962778,-0.15526798,0.08399258,-0.06019971,0.00662992,-0.11956443,0.16204740,0.00417989,0.10655210,-0.13353676,-0.00183350,-0.14733077,0.12858391,-0.01447355
103543,-0.16251389,-0.15793844,0.01745726,-0.15844732,-0.12252130,-0.02340562,0.00134262,0.04093873,0.04532526,-0.05032238,0.04576431,-0.12181691,-0.08873963,0.11333833,-0.12740150,-0.10181500,-0.10172579,-0.00159633,-0.19026189,-0.17970353
1104055,-0.01513148,-0.13880351,0.08010271,0.12815297,0.03721701,0.08631920,-0.04032196,-0.19843219,-0.02045752,-0.05677598,0.03818732,-0.15998498,-0.11184162,0.14130334,-0.10177614,-0.02931524,0.18860263,-0.09852101,-0.14879437,0.08865778
469504,0.02388246,0.03864958,-0.15485645,-0.02587465,-0.17024542,-0.08465376,0.07219674,-0.14470671,-0.06863075,0.16838423,0.16547850,-0.00788167,0.08024675,0.04841442,-0.00708601,0.12388537,-0.11370451,0.12069009,-0.15682021,0.12232540
35852,0.06550013,-0.02508870,0.07614502,-0.01867851,0.12549640,-0.17299081,0.00663308,0.16057165,0.18677455,-0.11960704,-0.11231723,0.17730971,-0.07505558,-0.19374531,0.10270143,-0.03742229,0.09867430,-0.00113480,-0.00280978,-0.04006906
6151,-0.08114935,0.15522615,0.07155564,0.10986166,0.15205661,-0.09912316,0.16369805,0.13486479,0.00819993,0.03414355,-0.14729174,0.09428077,-0.12689129,0.01041961,-0.13969743,-0.16989768,0.03764477,-0.00619929,0.06506518,0.11360240
189574,0.18513123,-0.16157587,0.05405096,0.02654825,0.06264626,0.01469622,0.02644427,0.15010989,-0.02459029,0.02246986,0.07805976,-0.16610222,-0.03325451,-0.15612524,-0.14598860,-0.19762454,-0.12074078,-0.11610992,0.01223457,0.02878343
189572,0.11710140,-0.00044286,0.14899429,-0.04024255,0.10596655,0.02048146,0.04863199,-0.09118466,0.16485002,0.10589049,-0.13570146,0.00537007,0.18224607,-0.16805295,-0.07085260,0.09472463,-0.17662536,0.09271405,0.02676369,0.09173024
6155,0.01207711,0.15122829,-0.04998048,0.03063284,-0.15307670,0.02262753,-0.02033973,0.16464443,0.15405106,-0.12721589,-0.16463268,-0.13656969,-0.10354826,0.08458155,0.01408793,0.01534032,-0.01522248,-0.16489288,-0.03957859,0.17260932
189571,0.14020140,0.03168846,-0.13859074,0.19884675,-0.03505500,0.05732700,-0.13862443,-0.07992435,-0.06383487,-0.04732150,-0.22146451,0.06940524,-0.15015413,0.04467907,0.04982079,0.10107595,-0.09390636,-0.09277145,0.11686989,-0.05707880
287787,-0.13919760,0.16300757,-0.18813492,0.15642010,-0.08530549,-0.04486078,0.18152086,-0.02220957,0.08959967,-0.02754254,0.16144850,0.08579782,-0.01332488,-0.16186839,-0.04598697,-0.00895658,-0.08684566,0.02255135,-0.11433726,-0.00598019
289780,0.01077541,0.08401924,0.10830722,0.10713604,-0.02938286,-0.02061133,0.17314191,-0.06196868,0.11531606,0.23013118,0.19299346,0.02401246,-0.09088715,0.05652766,0.08448137,0.01113658,-0.07309918,-0.01151890,-0.19295785,-0.09819318
289781,-0.13341640,0.05740100,0.17238192,-0.12597910,-0.17578683,0.08751641,-0.05227897,0.00491375,-0.16138947,-0.12193476,0.06712682,0.03150034,0.13215641,0.17423013,-0.05145623,0.04846525,-0.02142684,0.00491899,-0.04121901,0.18009890
1106287,0.03607006,-0.12330362,0.06530085,0.16426573,0.14235647,0.01984981,-0.17107813,0.10734021,0.15338878,0.08333974,-0.02363270,-0.04140971,0.07850245,-0.14128378,0.10668630,0.00538934,-0.15716410,0.11721924,-0.04098881,-0.14383398
158098,-0.13307320,0.14618871,-0.13288466,0.11789803,0.11995496,-0.16748603,-0.02445012,0.11559049,0.00396969,0.15251884,-0.04945153,0.05171907,-0.11700929,0.13274773,0.13842635,0.02607314,-0.07744534,-0.05977477,0.03677318,-0.15573572
69392,0.00013889,-0.08565687,-0.06134397,-0.07296258,0.13411782,-0.13242085,-0.10489294,-0.13313389,-0.19302027,-0.02912600,0.13988263,0.16313411,-0.00315125,-0.03632348,0.15097696,0.01701179,0.01967628,0.06722810,-0.16881080,0.13354467
1132434,-0.14010628,0.01019381,0.14670715,0.01447006,-0.05704674,0.07953439,0.13748759,0.04650205,-0.15189676,0.13424961,-0.17124029,0.06217600,0.13278575,-0.11850527,0.01420840,0.07054969,-0.11215541,-0.08727906,-0.15520348,-0.11657376
69397,-0.14515702,-0.07563050,0.09839318,0.07242191,0.09859054,0.05467818,0.10834165,-0.13382267,0.02464588,-0.17826979,-0.00431754,0.12387314,-0.00934960,-0.07199093,-0.07710095,-0.03796834,0.15450097,0.17447340,0.09034306,0.18511335
631052,0.08976083,-0.07251246,-0.02457116,0.08725632,0.08575116,0.06441231,0.00008014,-0.13627291,0.17248561,-0.10043920,0.17909217,-0.14341770,0.17801718,-0.03816604,0.11753039,-0.17706854,-0.01772234,-0.09169336,0.07461968,0.06477573
27174,-0.01347605,0.07644702,0.18543678,-0.15402016,0.02503795,0.06608433,0.05023374,-0.09227145,0.14657128,-0.09857105,0.13351482,-0.01424869,-0.13921123,0.12939609,-0.16173947,0.11579922,0.03459493,0.14476614,0.11019564,-0.03600673
60682,-0.14232160,-0.08299075,-0.18863490,0.06308874,-0.15897834,-0.12190856,-0.09325616,-0.03008286,0.07092764,-0.01875119,0.00423813,-0.14795519,-0.06402751,-0.11342976,0.09689203,-0.17947247,0.04094355,0.08053469,0.00014333,-0.17619476
100701,-0.10020781,-0.10341381,-0.09137761,-0.09648432,0.19568640,0.11476334,0.16051840,0.08811893,-0.06154925,0.18211317,-0.01083359,-0.13491282,0.09380226,-0.10125627,0.13813678,0.09800628,-0.08685810,-0.02123076,0.08686666,0.07627069
1102442,0.00923282,-0.13108827,-0.08230011,0.08901914,-0.02188322,0.09475311,0.07924818,-0.06141043,-0.18133402,0.08476691,-0.06597180,0.02986393,-0.17405152,-0.16620523,-0.03191580,0.08315013,-0.17729657,0.12236855,0.16095323,0.07820828
853114,0.09433443,-0.10700283,-0.15954173,-0.06058236,-0.14701199,-0.02856560,0.09864047,-0.08895682,0.13951019,-0.01716575,-0.14125832,0.05468376,-0.03207855,-0.06179688,0.01349941,0.20316240,0.10043737,-0.07794082,0.17038636,-0.13209408
853115,-0.03995464,-0.04914488,0.19795555,-0.19955728,0.06159214,0.00234323,-0.12865345,0.05945760,0.12126716,0.10425762,-0.17367060,0.11890623,-0.06204004,0.13797792,0.02555068,-0.16664097,0.09676869,0.02437642,-0.02167158,0.05331905
853116,-0.02953541,-0.18567213,0.16609561,-0.08922637,-0.08978911,-0.18425911,0.09077198,0.17507610,-0.01761239,0.12694665,-0.06677360,-0.04058882,-0.08659151,-0.08377247,0.02673762,-0.07178068,-0.17777904,0.08187947,-0.07970140,-0.04524488
853118,-0.09947272,-0.15273080,0.05423122,-0.02797775,0.14425301,-0.15812898,0.10725669,-0.16057451,-0.10022140,-0.16377281,-0.00096189,-0.05041121,-0.05832320,0.15942826,0.02915974,0.14368752,0.13048777,-0.05198431,0.05323996,-0.09533333
1129015,-0.06015471,0.07300344,0.02778885,-0.17245861,-0.17686956,0.10991630,0.08911669,0.07121233,-0.11279877,0.12038818,0.02895380,-0.14681269,-0.13228157,0.05135763,0.19755659,0.03989723,-0.08519700,0.09658749,-0.12855854,0.05550928
1129018,-0.03572797,-0.20502562,0.00625553,0.00018894,0.17431279,0.08623175,-0.08576505,0.06221706,-0.10264814,0.06453651,0.04448271,0.04842874,-0.14618552,0.08556607,0.01488267,0.10892077,-0.20280977,0.09702887,0.19169542,0.03435287
1132505,-0.14001389,0.16678116,0.02439986,-0.08377818,0.04935504,0.14372841,-0.14523084,0.02348372,0.05192945,0.16392660,-0.18508633,-0.00230075,0.09376289,0.06004743,0.14374926,0.06277836,0.05295851,0.03997899,-0.13463032,0.13547099
43698,-0.00014961,-0.17008559,0.11502349,0.06558421,0.05933100,-0.16209848,0.07975388,-0.05534363,0.11576038,-0.12440631,-0.05877121,-0.14176860,-0.16896257,-0.05927569,0.07641579,-0.02685624,-0.07311190,0.15612544,0.08193410,0.16888829
85324,-0.07396763,-0.11266769,0.16560285,-0.15051663,0.10521030,0.15474665,0.07719064,0.02918304,-0.04571952,-0.07449046,-0.15910421,-0.04871610,0.00330154,-0.08661751,0.16890351,0.18391815,-0.07372159,0.03425075,0.13116651,0.03612411
1113438,-0.06423468,0.15557434,0.01282986,0.05986317,0.11822259,-0.09021176,0.07923646,-0.10995190,0.06971266,-0.10506586,0.12892446,-0.07530062,0.20109145,-0.13990526,0.10658816,0.15423863,0.16442863,0.01468339,0.02099234,-0.08482856
166825,0.13132282,0.10023616,0.00808145,0.00780366,0.16790304,0.02766945,-0.14769233,-0.15310540,0.10223960,0.01067021,0.02138575,-0.02995960,-0.17367902,0.11229551,-0.05246041,-0.00874343,-0.02402425,-0.14133284,0.17704427,0.17351106
258259,-0.19775598,-0.17007584,-0.04645618,0.19604078,-0.01011828,0.17223077,-0.06093773,-0.00513265,0.13222896,0.06547313,-0.08132722,-0.01257659,0.04413409,-0.03909485,-0.11285458,-0.10724783,0.09330532,-0.11492212,-0.12665624,-0.08715612
