szymkowiak01hierarchical,0.01893290,0.08459123,-0.08593809,0.00740568,0.16450168,0.16255954,-0.15460869,-0.11557542,-0.17475723,-0.02374186,-0.19305721,-0.02184207,0.05871762,-0.09425543,0.06917960,0.04604572,-0.18827801,0.02514729,-0.10065351,-0.03410828
526346,-0.08505317,0.07916795,-0.02224121,-0.13725740,0.02224695,0.11919120,-0.07809276,-0.11356592,-0.03709208,0.18231891,0.19861699,0.06622292,0.16305150,0.13658711,-0.04762549,-0.16610552,0.06367067,0.02613592,-0.06394954,-0.11282263
shkapenyuk01design,-0.05348789,-0.01363364,-0.12036034,-0.10625942,-0.01650071,0.18857895,0.04670680,-0.10826711,-0.11306046,-0.01907669,-0.15678028,-0.16087056,0.00778919,-0.21932818,-0.00160955,-0.06660574,0.11131160,0.12378873,0.09505437,0.09938879
agrawal00athena,-0.05941489,0.06955307,-0.06162662,0.03687729,-0.06685044,-0.01985361,-0.17451331,-0.10395836,0.19137323,-0.10645582,0.07700905,0.06379160,0.08246809,-0.00828647,0.03484035,-0.16978943,-0.16928857,-0.10917664,-0.13963226,-0.16356830
tenhagen01continuous,-0.14605819,0.02511945,-0.12901303,0.18630571,0.07429020,0.02468271,0.08534197,-0.10277344,0.18385062,0.13885669,0.08917317,-0.01333510,0.13474774,0.10080257,0.07619263,0.16646214,0.05590007,-0.04951209,0.01910853,-0.12449755
533620,-0.10896304,0.08392493,0.09756406,0.16939723,0.12501884,0.01883423,-0.14665824,-0.01221493,0.15381111,0.10478113,-0.00785846,-0.01568813,-0.10641724,-0.11864056,-0.14912377,0.13521342,0.04523532,-0.12498253,-0.03066151,-0.16512830
284454,-0.10281357,0.07788517,0.05549149,-0.00784089,-0.08745866,0.05125081,0.16169918,-0.02063235,-0.14334266,-0.16009637,-0.15481299,0.16538262,0.01114854,0.11950747,-0.11201180,-0.08302005,0.06862638,0.14142493,-0.06610530,-0.15635825
kinny97modelling,0.12738794,-0.08138476,0.08572906,-0.12744111,0.08063128,0.13263284,0.08790216,-0.05804224,0.08497954,-0.13215375,-0.07224334,-0.03555549,0.14147139,-0.12123256,0.14847712,0.11696356,0.18355546,-0.04235992,-0.11792185,-0.09348686
452308,0.12315089,0.18052452,0.07342326,-0.00409076,-0.07375536,0.12544271,0.14361044,-0.15468785,-0.10358018,0.13528014,0.13556311,-0.07561325,-0.08269589,-0.03015454,0.01051338,-0.15186092,0.13132324,0.01147948,0.10241429,-0.10384281
rahwan00virtual,0.14733866,0.09010798,-0.05464041,0.15759174,0.07613337,0.11710508,-0.15009766,-0.15549110,0.08494874,-0.06130850,0.00745747,-0.11972129,0.16007802,0.00242239,0.10446140,-0.13424124,-0.00028612,-0.14529904,0.12758443,-0.01341297
306529,-0.16369821,-0.15806037,0.02011739,-0.15898556,-0.12138032,-0.02158198,0.00155478,0.03950650,0.04745974,-0.04943855,0.04645272,-0.12137068,-0.08762139,0.11226206,-0.12653011,-0.10173003,-0.09764920,-0.00164803,-0.19222396,-0.18063294
bonchi01web,-0.01585544,-0.13939404,0.08100968,0.12617920,0.03824321,0.08639462,-0.04162299,-0.19898424,-0.01722658,-0.05819313,0.03996119,-0.15920357,-0.10840639,0.13864177,-0.10283105,-0.03124453,0.18959993,-0.09671976,-0.15090040,0.08733622
werger00ayllu,0.02600884,0.03749216,-0.15585884,-0.02896176,-0.16824124,-0.08269723,0.07354719,-0.14574101,-0.06728674,0.16801320,0.16734555,-0.00799588,0.07996894,0.04676514,-0.00368829,0.12499921,-0.11185689,0.12157926,-0.15938035,0.12141053
varela99ant,0.06353059,-0.02707023,0.07539923,-0.01783169,0.12678808,-0.17236687,0.00748075,0.15814176,0.18758940,-0.12057051,-0.11359266,0.17727836,-0.07608152,-0.19450359,0.09916622,-0.03840362,0.09812986,-0.00063749,-0.00400322,-0.03812988
nodine99active,-0.07823482,0.15524019,0.07093490,0.10835912,0.15430971,-0.09966348,0.16298426,0.13414984,0.00804136,0.03170315,-0.15041553,0.09510050,-0.12781891,0.00855256,-0.14153113,-0.17073889,0.03765288,-0.00862400,0.06493729,0.11268911
32521,0.18576478,-0.15828179,0.05203035,0.02521205,0.06444212,0.01704337,0.02516039,0.15124250,-0.02424011,0.02103939,0.07670067,-0.16676967,-0.03572313,-0.15733147,-0.14658038,-0.19949507,-0.11899552,-0.11600261,0.01056464,0.02960308
griffiths01query,0.11623904,-0.00041289,0.14824233,-0.04056592,0.10608144,0.02185103,0.04860327,-0.09208762,0.16593209,0.10627469,-0.13575676,0.00870065,0.18190884,-0.16991441,-0.07009871,0.09231334,-0.17532623,0.09196728,0.02314050,0.09327703
spoelder00man,0.01420309,0.15059526,-0.05063724,0.03248307,-0.15188297,0.02333903,-0.01939358,0.16616043,0.15392395,-0.12808358,-0.16490463,-0.13655604,-0.10488861,0.08301950,0.01157466,0.01297331,-0.01518212,-0.16648797,-0.03884758,0.17257821
120432,0.14142707,0.03344700,-0.13760593,0.20092741,-0.03357972,0.05971070,-0.13653970,-0.07728007,-0.06328598,-0.04885385,-0.22122227,0.07181730,-0.15215699,0.04090381,0.04835303,0.09976504,-0.09436128,-0.09028878,0.11807301,-0.05704311
craswell01effective,-0.13743284,0.16147142,-0.19062754,0.15526876,-0.08321594,-0.04388165,0.18268020,-0.02493607,0.09217463,-0.02760018,0.16085245,0.08418894,-0.01448210,-0.16508108,-0.04544552,-0.00792749,-0.08538384,0.02345059,-0.11524752,-0.00794513
56231,0.01005562,0.07957659,0.10586588,0.10349573,-0.02909922,-0.01931896,0.17475745,-0.06503345,0.11881121,0.23048921,0.19393167,0.02440359,-0.08967692,0.05579723,0.08551716,0.01235684,-0.07215474,-0.01011843,-0.19449862,-0.10026924
martelli99specification,-0.13188267,0.05433151,0.17358226,-0.12713275,-0.17518736,0.08673078,-0.05213718,0.00325052,-0.16149546,-0.12341178,0.06700672,0.03187289,0.13252919,0.17463338,-0.05116540,0.04844498,-0.01977405,0.00522787,-0.04271504,0.17998509
