74700,0,6,20,6,3,0,0,1,0,0,0
684986,0,695,115,38,9,20,0,0,0,1,0
262108,0,6,37,0,0,0,0,0,0,0,0
23448,0,3091,190,160,27,8,1,12,0,0,0
131117,0,12,87,16,1,10,1,0,0,1,0
144330,0,257,143,72,9,0,0,0,0,0,0
1959,0,32,103,242,6,10,20,8,3,0,0
193354,0,3,6,5,0,5,1,2,1,2,1
193352,0,1,4,8,0,6,2,2,1,2,2
1121867,0,105,81,98,2,12,1,4,0,0,0
1105505,0,14,41,8,0,0,0,0,0,0,0
103543,0,6,37,26,2,4,6,0,0,0,0
1104055,0,244,150,124,5,0,0,2,0,0,0
469504,0,104,49,32,17,0,0,3,0,0,0
35852,0,10,373,28,1,0,0,1,0,0,0
6151,0,3266,767,699,32,630,17,12,27,35,6
6152,0,22,401,8,10,8,0,3,2,0,0
189572,0,44,89,38,9,13,0,3,0,0,0
6155,0,4116,518,338,15,312,12,31,26,4,4
189571,0,146,128,137,10,32,15,8,1,2,1
287787,0,12131,408,298,146,682,23,0,5,9,4
289780,0,13053,378,332,101,413,6,0,0,10,6
289781,0,13219,378,336,153,250,0,1,4,5,4
1106287,0,2994,249,193,8,86,0,10,0,1,0
158098,0,48,66,26,5,0,0,4,0,0,0
69392,0,3342,247,308,8,38,2,4,0,0,0
1132434,0,39,35,12,0,0,0,0,0,0,0
69397,0,161,150,51,3,0,0,4,0,0,0
65650,0,383,234,372,8,99,24,4,1,8,0
65653,0,827,306,417,0,0,0,4,0,0,0
60682,0,9,72,6,1,0,0,0,0,0,0
100701,0,0,4,0,0,0,0,0,0,0,0
1102442,0,39,51,13,2,0,0,0,0,0,0
689439,0,1,3,6,0,2,1,0,0,0,0
853114,0,423,84,31,12,2,0,0,0,2,2
853115,0,423,84,31,12,2,0,0,0,2,2
853116,0,423,84,31,12,2,0,0,0,2,2
52003,0,0,0,4,0,0,2,0,1,0,0
52000,0,0,0,2,1,0,0,0,0,1,0
853118,0,0,67,4,3,0,0,0,0,0,0
52007,0,0,4,0,0,0,0,0,1,0,0
1129015,0,9,24,6,0,5,1,0,0,0,0
100961,0,65,73,6,3,10,0,0,1,1,0
1129018,0,13716,404,167,152,0,0,1,0,0,0
1132505,0,1,72,5,0,3,0,1,0,0,0
43698,0,103,35,0,0,65,0,2,5,4,5
85324,0,5,153,7,2,0,0,0,0,0,0
1113438,0,13614,498,554,153,87,2,3,4,1,0
166825,0,0,12,1,1,0,0,1,0,0,0
258259,0,0,2,0,0,0,0,0,0,0,0
63931,0,326,105,129,10,37,7,0,1,5,1
93320,0,555,419,105,26,0,0,1,0,0,0
990075,0,0,6,0,1,0,0,0,0,0,0
2440,0,58,428,2184,16,36,207,24,11,7,2
644494,0,1,32,9,1,4,1,0,0,1,0
1130568,0,26,4,0,2,0,0,0,0,0,0
1109392,0,2016,248,131,15,6,1,1,0,0,0
1130567,0,3024,432,132,47,193,2,4,20,2,2
1106630,0,71,41,74,1,0,0,1,0,0,0
1117184,0,115,48,60,1,6,1,0,0,0,0
93923,0,505,212,71,1,29,0,0,1,3,0
294145,0,0,0,0,0,0,0,0,0,0,0
102939,0,0,4,0,0,0,0,0,1,0,0
102938,0,1,4,2,0,1,0,0,0,1,0
16819,0,51,96,346,8,15,25,17,11,1,3
1107728,0,0,0,0,0,0,0,0,0,0,0
132821,0,0,4,0,0,0,0,0,0,0,0
117328,0,16,28,30,6,0,0,5,0,0,0
1117219,0,41,21,0,14,3,0,0,0,0,0
139738,0,2,152,0,1,0,0,0,0,0,0
753047,0,0,42,8,0,0,7,0,0,2,1
79817,0,96,79,33,5,7,1,0,0,0,0
646412,0,0,0,0,0,0,0,0,0,0,0
6378,0,487,359,237,27,4,2,4,0,0,0
787016,0,13213,423,3,46,405,1,1,1,2,1
1109957,0,2825,319,91,2,67,1,0,2,0,0
300071,0,43,81,61,4,9,0,5,0,0,0
1131360,0,13650,406,372,128,161,0,0,9,0,0
87363,0,352,364,58,14,29,0,0,0,2,0
1116922,0,0,11,2,0,0,0,0,0,0,0
20526,0,2638,421,203,92,133,3,6,3,3,0
20528,0,40,396,121,2,0,0,1,0,0,0
1138755,0,7,12,0,3,0,0,0,0,0,0
54550,0,52,35,15,3,0,0,0,0,0,0
22874,0,9,32,9,0,3,0,1,1,0,0
22875,0,11,82,18,0,0,0,1,0,0,0
22876,0,2,22,22,1,0,0,1,0,0,0
293285,0,423,283,30,22,0,0,1,0,0,0
197452,0,387,101,120,13,0,0,0,0,0,0
561581,0,28,15,40,2,8,2,0,1,1,0
1153275,0,42,55,11,2,0,0,0,0,0,0
219239,0,348,197,157,22,3,0,2,1,0,0
1121254,0,150,92,56,4,0,0,2,0,0,0
1131565,0,9,14,6,1,0,0,0,0,0,0
152731,0,19,153,11,0,6,1,0,0,0,0
509315,0,3,181,3,0,0,0,0,0,0,0
1117501,0,30,53,10,0,0,0,0,0,0,0
179180,0,1,139,4,0,3,0,0,0,0,0
1131189,0,0,13,0,0,0,0,0,0,0,0
1129907,0,26,138,0,0,7,0,0,0,0,0
1131184,0,0,0,0,0,0,0,0,0,0,0
49482,0,4968,336,843,40,93,8,25,2,1,0
1131180,0,66,26,0,10,0,0,0,0,0,0
48781,0,3,10,5,0,4,1,1,0,2,0
294030,0,197,214,139,16,0,3,7,1,0,0
711598,0,173,98,0,5,0,0,0,0,0,0
1131748,0,4610,266,116,23,0,0,10,0,0,0
1131745,0,2567,183,0,4,62,0,0,0,0,0
104840,0,681,170,123,14,36,0,3,0,0,0
1131741,0,0,64,0,0,1,0,0,0,0,0
1130586,0,26,4,0,2,0,0,0,0,0,0
594511,0,0,23,0,1,0,0,1,0,0,0
645452,0,6,1,0,0,0,0,0,0,0,0
1997,0,88,194,285,2,17,13,1,0,0,0
1999,0,27,171,69,4,0,0,1,0,0,0
1114184,0,1,2,0,0,0,0,0,0,0,0
634975,0,13244,396,0,69,367,0,0,0,2,2
1129835,0,3,6,5,0,5,1,2,1,2,1
45061,0,6,9,0,0,0,0,0,0,0,0
1128839,0,5033,455,297,28,0,0,17,0,0,0
237521,0,2987,176,98,3,0,0,1,0,0,0
31489,0,4,65,96,1,3,45,2,1,9,1
8832,0,131,92,18,1,0,0,0,0,0,0
67584,0,2,5,3,1,3,0,1,0,0,0
202639,0,401,377,581,19,0,0,7,0,0,0
395725,0,245,78,168,3,10,0,2,4,0,0
1130808,0,577,59,26,33,18,0,9,9,1,0
58454,0,15,18,17,3,0,0,0,0,0,0
58453,0,14,10,0,3,0,0,0,0,0,0
1113084,0,0,0,0,0,0,0,0,0,0,0
643734,0,0,9,2,0,0,0,0,0,0,0
